name,state,lat,lon,score,commute,pop,region,division
Sterling,CO,40.2619552612305,-102.941719055176,0.1446345299,0.64,2,West,Mountain
Ogallala,NE,41.021427154541,-101.926559448242,0.1622807086,0.614,1,North Central,West North Central
Oshkosh,NE,41.5615425109863,-102.358543395996,NA,0.677,1,North Central,West North Central
Valentine,NE,42.2140884399414,-101.297538757324,0.145348832,0.704,1,North Central,West North Central
Broken Bow,NE,41.6120452880859,-99.9864883422852,0.1764705926,0.63,1,North Central,West North Central
North Platte,NE,41.278678894043,-100.81453704834,0.1227678582,0.598,2,North Central,West North Central
Colorado Springs,CO,38.3224334716797,-105.356147766113,0.089342691,0.311,2,West,Mountain
Limon,CO,38.9132118225098,-103.501205444336,0.1785714328,0.631,1,West,Mountain
Springfield,CO,37.3058547973633,-102.721206665039,0.1919191927,0.667,1,West,Mountain
Pueblo,CO,38.0061569213867,-103.660545349121,0.0656216815,0.44,2,West,Mountain
Trinidad,CO,37.6306228637695,-104.934707641602,0.1176470593,0.579,1,West,Mountain
Burlington,CO,38.8101425170898,-102.805702209473,0.204651162,0.655,1,West,Mountain
Oberlin,KS,39.7994422912598,-100.807014465332,0.2432432473,0.645,1,North Central,West North Central
Norton,KS,39.7069816589355,-99.9901733398438,0.1686746925,0.735,1,North Central,West North Central
Phillipsburg,KS,39.7482604980469,-99.084831237793,0.1486486495,0.652,1,North Central,West North Central
Colby,KS,39.066593170166,-100.723945617676,0.1958762854,0.72,1,North Central,West North Central
Goodland,KS,39.0880584716797,-101.69017791748,0.1949152499,0.716,1,North Central,West North Central
Wano,KS,39.9409866333008,-101.708808898926,0.2045454532,0.661,1,North Central,West North Central
McCook,NE,40.3337936401367,-101.12816619873,0.1824561357,0.681,1,North Central,West North Central
Kearney,NE,40.6866874694824,-99.045539855957,0.1644295305,0.603,2,North Central,West North Central
Lexington,NE,40.4506645202637,-99.8502349853516,0.1652777791,0.642,2,North Central,West North Central
Salida,CO,38.7574195861816,-106.205490112305,0.0894736871,0.644,1,West,Mountain
Glenwood Springs,CO,39.4495620727539,-106.726539611816,0.1690140814,0.424,2,West,Mountain
Granby,CO,40.1051750183105,-106.005493164062,0.0754716992,0.458,1,West,Mountain
Laramie,WY,41.119514465332,-106.113212585449,0.1628664434,0.755,2,West,Mountain
Fort Collins,CO,40.085018157959,-104.999366760254,0.1153677776,0.388,2,West,Mountain
Denver,CO,39.8737144470215,-105.126136779785,0.0870277509,0.23,3,West,Mountain
Pratt,KS,37.4480171203613,-98.84619140625,0.1551724076,0.706,1,North Central,West North Central
Coldwater,KS,37.1599464416504,-99.2806625366211,NA,0.648,1,North Central,West North Central
Dodge City,KS,37.6102981567383,-99.9319229125977,0.1133093536,0.62,2,North Central,West North Central
Great Bend,KS,38.2106246948242,-99.0215377807617,0.1312803924,0.59,2,North Central,West North Central
Hutchinson,KS,38.2410125732422,-98.1981658935547,0.1073891595,0.522,2,North Central,West North Central
Hays,KS,38.9188270568848,-99.2211227416992,0.1578947306,0.711,2,North Central,West North Central
Township 11,KS,39.3125343322754,-99.6424331665039,0.1151079163,0.63,1,North Central,West North Central
Center,KS,38.479606628418,-100.085990905762,0.1494252831,0.671,1,North Central,West North Central
Concordia,KS,39.680534362793,-97.8416595458984,0.152823925,0.62,1,North Central,West North Central
Superior,NE,40.1240043640137,-97.8256378173828,0.1863353997,0.634,1,North Central,West North Central
Beloit,KS,39.3434638977051,-98.4854736328125,0.1503759325,0.69,1,North Central,West North Central
Salina,KS,39.0212440490723,-97.8871536254883,0.0829986632,0.594,2,North Central,West North Central
Hiawatha,KS,39.7535018920898,-95.8358383178711,0.1718213111,0.578,1,North Central,West North Central
Marysville,KS,39.7686767578125,-96.8196640014648,0.145228222,0.557,1,North Central,West North Central
Manhattan,KS,39.08251953125,-96.5464096069336,0.0885311887,0.558,2,North Central,West North Central
Topeka,KS,39.0243988037109,-95.847053527832,0.0704687983,0.397,2,North Central,West North Central
Wichita,KS,37.520824432373,-97.5765991210938,0.0722466931,0.344,2,North Central,West North Central
Newton,KS,38.2679824829102,-97.3318862915039,0.1034965068,0.563,2,North Central,West North Central
Winfield,KS,37.460880279541,-96.3221664428711,0.1098626703,0.504,2,North Central,West North Central
Ottawa,KS,38.2016677856445,-95.3749542236328,0.0926395953,0.444,2,North Central,West North Central
Emporia,KS,38.3217277526855,-96.1186904907227,0.1094017103,0.595,2,North Central,West North Central
Bartlesville,KS,37.1653289794922,-95.5712280273438,0.089498803,0.529,2,North Central,West North Central
Leavenworth,KS,39.2769317626953,-95.0571975708008,0.0803461075,0.425,2,North Central,West North Central
Kansas City,MO,38.8295593261719,-94.3817443847656,0.0701465756,0.281,3,North Central,West North Central
St. Joseph,MO,39.8095703125,-94.72216796875,0.0831134543,0.406,2,North Central,West North Central
Sedalia,MO,38.2539405822754,-93.558349609375,0.0825631544,0.437,2,North Central,West North Central
Polk,MO,40.2349052429199,-95.2944183349609,0.1127450988,0.569,2,North Central,West North Central
Bethany,MO,40.3535690307617,-94.2919845581055,0.1208459213,0.468,1,North Central,West North Central
Columbia,MO,38.809684753418,-92.4945755004883,0.0655129775,0.422,2,North Central,West North Central
Eldon,MO,38.1600875854492,-92.6218490600586,0.0677856654,0.336,2,North Central,West North Central
Springfield,MO,37.4749717712402,-92.9565582275391,0.0714676157,0.344,2,North Central,West North Central
Aurora,MO,36.802604675293,-93.4975433349609,0.0748914629,0.363,2,North Central,West North Central
Joplin,MO,37.2266082763672,-94.7157211303711,0.0722867027,0.454,2,North Central,West North Central
Center,MO,37.7702980041504,-94.0962448120117,0.0856643394,0.467,2,North Central,West North Central
Russellville,AR,35.2363166809082,-93.5011291503906,0.0887360871,0.404,2,South,West South Central
Fort Smith,AR,35.1809616088867,-94.6526184082031,0.0939385965,0.371,2,South,West South Central
Muskogee,OK,35.6208419799805,-95.3609848022461,0.0631011054,0.388,2,South,West South Central
Fayetteville,AR,36.1406059265137,-93.9666748046875,0.0918065161,0.378,2,South,West South Central
Stillwater,OK,36.2519454956055,-97.0795364379883,0.0984643176,0.568,2,South,West South Central
Tulsa,OK,36.3555793762207,-96.0058746337891,0.0783574954,0.323,3,South,West South Central
Okmulgee,OK,35.5346832275391,-96.2062530517578,0.0810611621,0.369,2,South,West South Central
Woodward,OK,36.3311462402344,-99.5493392944336,0.200000003,0.556,1,South,West South Central
Enid,OK,36.3940048217773,-98.6559677124023,0.1492687911,0.561,2,South,West South Central
El Paso,TX,31.5354995727539,-105.859382629395,0.0864412785,0.28,3,South,West South Central
Alamogordo,NM,33.1880378723145,-105.501594543457,0.0849557519,0.447,2,West,Mountain
Truth or Consequences,NM,32.9778213500977,-107.568260192871,0.081272088,0.6,1,West,Mountain
Deming,NM,32.6858901977539,-107.963706970215,0.0697278902,0.51,2,West,Mountain
Van Horn,TX,31.2084007263184,-104.736427307129,0.2234636843,0.753,1,South,West South Central
Roswell,NM,33.1401672363281,-104.325439453125,0.1166123748,0.539,2,West,Mountain
Santa Rosa,NM,34.5060882568359,-104.565170288086,0.1204819307,0.702,1,West,Mountain
Hobbs,NM,32.8736839294434,-103.114616394043,0.1619496793,0.598,2,West,Mountain
Lubbock,TX,33.3977088928223,-101.969863891602,0.0673753768,0.449,2,South,West South Central
Clovis,NM,34.3509559631348,-103.358520507812,0.0828157365,0.617,2,West,Mountain
Littlefield,TX,34.2419090270996,-102.468887329102,0.0803662241,0.607,2,South,West South Central
Amarillo,TX,35.016960144043,-102.076210021973,0.0861367062,0.438,2,South,West South Central
Pampa,TX,35.6877746582031,-100.796180725098,0.1533333361,0.549,2,South,West South Central
Wellington,TX,35.1179351806641,-100.259323120117,0.1336405575,0.64,1,South,West South Central
Memphis,TX,34.5850830078125,-100.850151062012,0.1171548143,0.601,1,South,West South Central
Matador,TX,34.0759429931641,-100.855758666992,NA,0.582,1,South,West South Central
Plainview,TX,34.2349853515625,-101.677635192871,0.0848522931,0.612,2,South,West South Central
Garden City,KS,37.9037780761719,-101.044975280762,0.1089108884,0.586,2,North Central,West North Central
Ulysses,KS,37.4209480285645,-101.449340820312,0.190721646,0.685,1,North Central,West North Central
Scott City,KS,38.4598960876465,-101.361518859863,0.191304341,0.658,1,North Central,West North Central
Liberal,KS,37.0461921691895,-100.481628417969,0.1211453751,0.642,2,North Central,West North Central
Perryton,TX,36.3008232116699,-100.772438049316,0.2328358144,0.632,1,South,West South Central
Guymon,OK,36.7060203552246,-101.82502746582,0.1617021263,0.609,2,South,West South Central
Dumas,TX,35.9725379943848,-102.514724731445,0.1360153258,0.611,2,South,West South Central
Victoria,TX,28.643892288208,-96.8904342651367,0.1014729962,0.425,2,South,West South Central
La Grange,TX,29.8095932006836,-96.6481399536133,0.114014253,0.457,2,South,West South Central
Gonzales,TX,29.4550743103027,-97.4857635498047,0.0696202517,0.492,1,South,West South Central
Austin,TX,30.3460788726807,-97.3492889404297,0.0693216324,0.249,3,South,West South Central
Burnet,TX,30.7476081848145,-98.3323822021484,0.0947368443,0.349,2,South,West South Central
San Antonio,TX,29.3254833221436,-98.3233032226562,0.0643825904,0.242,3,South,West South Central
Beeville,TX,28.5498275756836,-97.6544952392578,0.1021594703,0.466,2,South,West South Central
Kerrville,TX,30.1375942230225,-99.226936340332,0.0956375822,0.471,2,South,West South Central
Mason,TX,30.7203540802002,-99.2017440795898,0.1744185984,0.589,1,South,West South Central
Midland,TX,31.5839157104492,-102.464363098145,0.1788869947,0.462,2,South,West South Central
Pecos,TX,31.5871601104736,-103.23291015625,0.2329545468,0.632,2,South,West South Central
Fort Stockton,TX,30.8465766906738,-102.181854248047,0.2227805704,0.664,1,South,West South Central
Alpine,TX,29.7494506835938,-103.635215759277,0.1802656502,0.705,1,South,West South Central
Crystal City,TX,28.5983295440674,-99.6863174438477,0.0832049325,0.606,1,South,West South Central
Pearsall,TX,28.5215797424316,-99.1302490234375,0.09375,0.544,1,South,West South Central
Laredo,TX,27.3538513183594,-99.1148910522461,0.108853586,0.327,2,South,West South Central
Brownsville,TX,26.2901172637939,-97.8867797851562,0.0916091129,0.343,3,South,West South Central
Corpus Christi,TX,27.7055282592773,-97.4435424804688,0.1055676043,0.387,2,South,West South Central
College Station,TX,30.6951713562012,-96.4033737182617,0.0777777806,0.451,2,South,West South Central
Pearland,TX,29.2001705169678,-95.8137359619141,0.1157161221,0.291,2,South,West South Central
Houston,TX,29.9028282165527,-95.5459060668945,0.0927379802,0.21,3,South,West South Central
Beaumont,TX,30.648624420166,-94.03515625,0.094970569,0.337,2,South,West South Central
Huntsville,TX,31.2139835357666,-95.265251159668,0.0773425847,0.411,2,South,West South Central
Nacogdoches,TX,31.5270881652832,-94.1027450561523,0.093918398,0.439,2,South,West South Central
San Angelo,TX,31.4733448028564,-100.759674072266,0.0863864273,0.479,2,South,West South Central
Brady,TX,31.4680957794189,-99.5421981811523,0.1181434616,0.577,1,South,West South Central
Junction,TX,30.6518516540527,-99.7238006591797,0.0734693855,0.542,1,South,West South Central
Uvalde,TX,29.9200191497803,-100.020957946777,0.0968436152,0.58,2,South,West South Central
