annearn,exper,age,depends,married,tenure,educ,male,white,union,office,vacdays,sicklve,insur,pension,industry,region
2500.0,1,18,0,0,0.5,12,0,1,0,1,0.0,0.0,0.0,0.0,1.0,west
4060.87,1,18,0,0,0.5,10,0,1,0,1,357.0,13.6,221.0,126.2,1.0,south
7650.0,21,37,4,1,8.0,10,1,0,0,0,180.94,51.84,215.74,0.0,1.0,south
5507.99,6,25,3,1,0.5,8,1,0,0,0,432.0,59.75,251.75,0.0,1.0,south
5250.0,1,18,0,0,2.0,12,0,1,0,0,154.52,0.0,16.28,0.0,1.0,north_central
5100.0,5,28,3,0,0.5,12,0,1,0,0,0.0,0.0,0.0,0.0,1.0,north_central
8532.69,38,54,0,0,0.5,10,1,1,0,0,348.11,122.81,514.22,421.82,1.0,south
11550.0,19,35,3,1,2.0,12,0,0,0,0,304.53,125.18,466.49,0.0,1.0,south
8250.0,26,42,0,0,0.5,10,1,1,0,0,373.78,0.0,544.96,0.0,1.0,south
8746.5,32,51,3,1,0.5,12,1,1,0,0,0.0,0.0,0.0,0.0,1.0,north_central
16e3,17,33,3,1,4.0,13,1,1,0,0,571.73,131.03,713.57,607.17,1.0,south
1e5,40,56,0,1,0.5,12,1,1,0,0,453.17,89.13,781.67,654.67,1.0,south
13770.0,25,41,2,1,0.5,12,1,1,0,0,306.6,134.03,607.99,0.0,1.0,south
12695.8,8,24,0,1,4.0,13,1,1,1,0,546.7,0.0,747.16,964.91,1.0,west
6663.99,4,22,0,0,2.0,12,0,1,0,1,270.85,0.0,395.27,314.45,1.0,south
6500.0,5,22,0,0,0.5,14,0,1,0,1,190.46,0.0,311.83,0.0,1.0,south
5599.99,7,30,2,1,2.0,12,0,1,0,1,0.0,0.0,0.0,0.0,1.0,north_central
5200.0,4,25,1,0,0.5,12,0,1,0,1,0.0,0.0,0.0,0.0,1.0,west
9646.0,44,64,0,1,15.0,13,0,1,0,1,385.47,131.89,403.1,595.53,1.0,south
12e3,38,58,1,1,2.0,13,1,1,0,1,385.47,131.89,403.1,595.53,1.0,south
9690.0,24,49,0,0,2.0,12,0,1,0,1,445.44,113.17,67.3,0.0,1.0,south
16061.5,18,34,3,1,15.0,13,1,1,0,1,737.12,229.58,624.67,813.94,1.0,west
15e3,42,59,0,1,2.0,13,1,1,0,1,737.12,229.58,624.67,813.94,1.0,northeast
80769.2,20,37,2,1,4.0,12,0,1,0,1,737.12,229.58,624.67,813.94,1.0,south
16e3,38,54,2,1,8.0,12,1,1,0,1,544.11,147.16,663.13,0.0,1.0,north_central
12798.0,7,23,0,0,8.0,14,1,1,1,1,780.0,0.0,1564.5,1948.5,1.0,north_central
6300.0,26,59,0,0,25.0,12,0,1,0,1,381.73,111.85,181.71,339.91,1.0,south
6634.61,12,39,3,0,0.5,13,0,1,0,1,358.75,134.87,304.36,503.2,1.0,west
6500.0,10,42,3,1,2.0,12,0,1,0,1,358.75,134.87,304.36,503.2,1.0,northeast
6865.38,10,29,1,0,0.5,12,0,1,0,1,358.75,134.87,304.36,503.2,1.0,north_central
7530.92,6,25,1,1,2.0,12,0,1,0,1,358.75,134.87,304.36,503.2,1.0,south
8480.77,17,49,2,1,15.0,12,0,1,0,1,454.04,184.39,453.1,739.59,1.0,west
7500.0,4,20,0,0,0.5,13,0,0,0,1,382.53,169.43,309.62,565.6,1.0,northeast
3864.0,20,65,0,0,4.0,13,0,1,0,0,37.71,0.0,24.45,24.36,1.0,west
2080.0,2,18,1,1,2.0,10,0,1,0,0,0.0,0.0,0.0,0.0,1.0,south
11220.0,10,26,0,0,8.0,12,1,1,0,0,302.44,229.11,112.67,0.0,1.0,north_central
7140.0,7,25,1,0,0.5,13,0,1,0,1,262.88,92.74,500.25,0.0,1.0,south
6503.99,33,47,0,0,4.0,10,0,1,0,1,182.57,0.0,93.29,0.0,1.0,south
22500.0,19,39,2,1,0.5,14,1,1,0,1,796.61,286.02,796.72,1333.98,1.0,south
5060.0,6,22,0,1,0.5,13,0,1,0,1,0.0,0.0,0.0,0.0,1.0,south
3045.6,29,45,0,0,4.0,10,0,0,1,0,121.04,37.55,166.6,92.82,1.0,south
6850.99,1,32,0,1,2.0,8,1,0,1,0,248.5,100.13,164.52,236.58,1.0,south
4895.99,17,35,2,0,0.5,14,0,1,0,0,144.38,56.04,59.58,0.0,1.0,north_central
4443.74,8,24,0,0,0.5,16,0,1,0,0,114.13,0.0,23.28,0.0,1.0,northeast
4499.99,3,30,3,1,0.5,10,0,1,0,0,114.13,0.0,23.28,0.0,1.0,north_central
6336.0,33,49,0,1,4.0,13,0,1,0,0,73.0,0.0,144.85,0.0,1.0,west
8423.07,19,40,2,1,2.0,8,0,1,0,0,163.31,198.82,0.0,0.0,1.0,west
3378.46,32,52,2,0,15.0,16,0,1,0,1,333.97,140.0,132.47,188.07,1.0,south
7088.39,5,25,0,1,4.0,18,0,1,1,1,305.52,121.78,161.2,532.46,1.0,south
7214.3,6,24,0,1,0.5,16,1,1,0,1,373.29,115.07,248.13,301.49,1.0,south
6623.99,29,46,1,0,4.0,8,0,1,0,1,313.89,177.23,233.62,0.0,1.0,north_central
6799.99,14,30,0,0,2.0,14,0,1,0,1,172.79,0.0,120.89,0.0,1.0,north_central
8921.77,13,42,2,0,4.0,13,0,0,0,1,539.77,245.4,347.78,506.58,1.0,west
11550.0,19,40,2,0,0.5,18,0,1,0,1,539.77,245.4,347.78,506.58,1.0,south
9750.0,30,51,0,1,4.0,14,0,1,0,1,420.22,185.04,340.9,0.0,1.0,northeast
15288.0,10,28,0,1,4.0,16,0,1,0,1,930.47,312.32,653.72,1264.68,1.0,northeast
13200.0,20,44,0,1,15.0,12,0,1,0,1,709.77,254.05,575.91,0.0,1.0,west
21e3,12,35,2,1,2.0,18,1,1,0,1,1312.84,0.0,946.11,1231.44,1.0,north_central
7511.53,28,45,6,1,4.0,12,1,1,0,0,353.83,149.95,266.47,261.49,1.0,south
6825.0,9,28,0,0,8.0,16,0,1,0,0,353.83,149.95,266.47,261.49,1.0,northeast
6523.12,22,64,0,1,15.0,8,0,1,0,0,353.83,149.95,266.47,261.49,1.0,south
5899.99,2,18,0,0,2.0,12,0,1,0,0,353.83,149.95,266.47,261.49,1.0,south
15300.0,15,31,2,1,15.0,18,1,1,1,0,665.81,319.22,581.62,536.9,1.0,south
24e3,35,50,0,1,25.0,13,1,1,0,1,882.57,343.34,540.58,885.92,1.0,west
16e3,26,47,0,0,15.0,18,0,1,0,1,882.57,343.34,540.58,885.92,1.0,west
