match,decision,decision_partner,male_flag,samerace,age,age_partner,goal_code,date_frequency,go_out_frequency,expected_happy,score_attractive,score_sincere,score_intelligence,score_fun,score_ambition,score_interest,score_overall,score_prob_match
0,0,1,0,0,24,29,2,6,2,5,7.0,9.0,10.0,9.0,9.0,6.0,7.0,6.0
0,0,1,0,0,24,26,2,6,2,5,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0
0,0,0,0,0,24,29,2,6,2,5,6.0,7.0,7.0,2.0,2.0,2.0,4.0,3.0
0,0,0,0,0,35,27,2,6,2,9,6.0,10.0,10.0,9.0,10.0,8.0,7.0,10.0
0,0,0,0,1,35,25,2,6,2,9,6.0,9.0,10.0,7.0,7.0,2.0,4.0,8.0
0,0,0,0,0,35,29,2,6,2,9,7.0,10.0,9.0,9.0,8.0,9.0,9.0,8.0
0,1,0,0,1,35,23,2,6,2,9,8.0,10.0,9.0,9.0,9.0,10.0,9.0,9.0
0,0,0,0,0,35,32,2,6,2,9,4.0,9.0,10.0,6.0,9.0,2.0,3.0,2.0
0,1,0,0,1,35,27,2,6,2,9,8.0,10.0,10.0,8.0,7.0,7.0,8.0,9.0
1,1,1,0,1,35,25,2,6,2,9,8.0,9.0,9.0,10.0,7.0,10.0,9.0,9.0
0,1,0,0,1,35,30,2,6,2,9,10.0,9.0,10.0,10.0,9.0,9.0,10.0,9.0
0,0,1,0,0,35,29,2,6,2,9,7.0,10.0,9.0,7.0,10.0,6.0,6.0,10.0
1,1,1,0,1,35,26,2,6,2,9,8.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0
0,0,0,0,1,35,29,2,6,2,9,9.0,8.0,10.0,9.0,8.0,9.0,7.0,9.0
0,0,0,0,0,34,27,2,4,1,2,5.0,6.0,8.0,2.0,9.0,2.0,5.0,5.0
1,1,1,0,1,34,32,2,4,1,2,6.0,7.0,10.0,5.0,10.0,6.0,6.0,5.0
0,0,1,0,1,34,25,2,4,1,2,3.0,7.0,7.0,2.0,9.0,2.0,2.0,2.0
1,1,1,0,0,34,29,2,4,1,2,7.0,8.0,9.0,7.0,9.0,6.0,7.0,6.0
0,0,0,0,1,34,23,2,4,1,2,5.0,6.0,8.0,2.0,5.0,6.0,3.0,4.0
0,1,0,0,1,34,27,2,4,1,2,7.0,7.0,8.0,8.0,5.0,6.0,8.0,6.0
0,0,1,0,0,34,32,2,4,1,2,7.0,6.0,7.0,6.0,8.0,6.0,5.0,4.0
0,0,0,0,1,34,27,2,4,1,2,5.0,6.0,6.0,5.0,6.0,5.0,5.0,4.0
0,0,0,0,1,34,25,2,4,1,2,6.0,6.0,7.0,7.0,8.0,4.0,7.0,5.0
0,1,0,0,1,34,30,2,4,1,2,9.0,8.0,8.0,10.0,5.0,5.0,8.0,5.0
0,1,0,0,0,34,29,2,4,1,2,5.0,10.0,10.0,5.0,10.0,2.0,6.0,6.0
0,0,0,0,1,34,26,2,4,1,2,5.0,6.0,10.0,5.0,6.0,6.0,4.0,5.0
0,1,0,0,1,34,29,2,4,1,2,6.0,6.0,7.0,7.0,9.0,6.0,7.0,6.0
0,1,0,0,1,21,23,2,3,1,8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0,0,0,0,0,21,32,2,3,1,8,5.0,7.0,10.0,7.0,7.0,6.0,4.0,5.0
0,0,0,0,0,33,27,4,5,1,6,4.0,6.0,7.0,5.0,8.0,6.0,6.0,8.0
0,0,0,0,1,33,25,4,5,1,6,7.0,5.0,7.0,3.0,6.0,2.0,4.0,6.0
0,0,1,0,0,33,29,4,5,1,6,8.0,7.0,8.0,8.0,8.0,6.0,7.0,6.0
0,0,1,0,1,33,23,4,5,1,6,6.0,10.0,9.0,8.0,8.0,7.0,7.0,8.0
1,1,1,0,1,33,27,4,5,1,6,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0
0,0,1,0,0,33,32,4,5,1,6,6.0,7.0,9.0,6.0,9.0,6.0,7.0,7.0
0,0,0,0,1,33,27,4,5,1,6,5.0,6.0,8.0,5.0,8.0,5.0,5.0,6.0
0,0,0,0,1,33,25,4,5,1,6,6.0,7.0,8.0,7.0,8.0,5.0,7.0,7.0
0,0,1,0,0,33,29,4,5,1,6,5.0,7.0,7.0,6.0,7.0,5.0,6.0,8.0
0,0,1,0,1,33,26,4,5,1,6,3.0,6.0,5.0,5.0,5.0,4.0,4.0,7.0
0,0,0,0,1,33,29,4,5,1,6,4.0,6.0,8.0,6.0,8.0,5.0,6.0,7.0
0,0,0,0,0,28,27,1,7,2,6,2.0,8.0,9.0,1.0,8.0,0.0,5.0,2.0
0,0,0,0,1,28,32,1,7,2,6,6.0,7.0,8.0,8.0,7.0,4.0,5.0,5.0
0,0,1,0,1,28,25,1,7,2,6,8.0,7.0,9.0,2.0,6.0,0.0,3.0,3.0
0,0,1,0,0,28,29,1,7,2,6,7.0,7.0,7.0,5.0,7.0,5.0,5.0,5.0
0,0,0,0,1,28,23,1,7,2,6,7.0,6.0,8.0,3.0,5.0,5.0,5.0,5.0
0,0,0,0,1,28,27,1,7,2,6,6.0,9.0,8.0,7.0,5.0,5.0,6.0,5.0
0,0,0,0,0,28,32,1,7,2,6,6.0,9.0,10.0,3.0,9.0,4.0,6.0,5.0
0,0,0,0,1,28,27,1,7,2,6,6.0,8.0,10.0,3.0,8.0,2.0,6.0,5.0
0,0,1,0,1,28,25,1,7,2,6,9.0,8.0,9.0,9.0,9.0,5.0,6.0,5.0
1,1,1,0,1,28,30,1,7,2,6,7.0,7.0,8.0,10.0,7.0,8.0,9.0,5.0
0,0,0,0,0,28,29,1,7,2,6,5.0,6.0,7.0,3.0,7.0,2.0,6.0,5.0
0,0,0,0,1,28,26,1,7,2,6,3.0,6.0,5.0,5.0,6.0,0.0,5.0,4.0
0,0,0,0,1,28,29,1,7,2,6,5.0,5.0,6.0,3.0,5.0,0.0,4.0,5.0
0,0,0,0,1,29,27,1,4,1,4,5.0,8.0,8.0,7.0,7.0,6.0,7.0,8.0
1,1,1,0,0,29,32,1,4,1,4,7.0,9.0,9.0,8.0,2.0,7.0,8.0,8.0
0,1,0,0,0,29,25,1,4,1,4,8.0,7.0,8.0,6.0,6.0,5.0,7.0,7.0
0,1,0,0,1,29,29,1,4,1,4,9.0,8.0,8.0,6.0,6.0,7.0,8.0,7.0
0,1,0,0,0,29,23,1,4,1,4,7.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0
0,0,0,0,0,29,27,1,4,1,4,7.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0
0,1,0,0,0,29,32,1,4,1,4,6.0,8.0,9.0,8.0,8.0,6.0,7.0,7.0
1,1,1,0,0,29,27,1,4,1,4,5.0,9.0,9.0,8.0,7.0,8.0,8.0,7.0
0,0,0,0,0,29,25,1,4,1,4,7.0,5.0,7.0,5.0,9.0,7.0,6.0,6.0
0,0,1,0,0,29,30,1,4,1,4,8.0,5.0,8.0,9.0,7.0,3.0,7.0,7.0
0,0,0,0,0,29,29,1,4,1,4,4.0,7.0,8.0,5.0,7.0,8.0,5.0,6.0
0,0,0,0,0,29,26,1,4,1,4,4.0,6.0,7.0,5.0,9.0,6.0,6.0,7.0
0,1,0,0,0,29,29,1,4,1,4,7.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0
0,0,0,0,1,22,27,1,6,3,7,9.0,9.0,9.0,9.0,8.0,9.0,8.0,5.0
0,0,0,0,0,22,25,1,6,3,7,7.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0
0,1,0,0,1,22,29,1,6,3,7,8.0,8.0,7.0,8.0,7.0,6.0,8.0,6.0
0,1,0,0,0,22,23,1,6,3,7,7.0,8.0,8.0,7.0,7.0,6.0,7.0,6.0
0,1,0,0,0,22,27,1,6,3,7,7.0,8.0,8.0,6.0,6.0,6.0,7.0,6.0
0,0,1,0,0,22,32,1,6,3,7,6.0,8.0,7.0,7.0,8.0,6.0,6.0,7.0
1,1,1,0,0,22,27,1,6,3,7,8.0,8.0,8.0,8.0,8.0,6.0,8.0,7.0
0,1,0,0,0,22,25,1,6,3,7,7.0,8.0,8.0,7.0,8.0,6.0,7.0,6.0
0,1,0,0,0,22,30,1,6,3,7,7.0,8.0,8.0,8.0,8.0,6.0,8.0,6.0
0,0,0,0,0,22,26,1,6,3,7,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0
0,0,0,0,0,22,29,1,6,3,7,6.0,6.0,8.0,6.0,6.0,4.0,6.0,6.0
0,0,1,0,1,27,27,5,7,2,3,3.0,6.0,7.0,5.0,5.0,4.0,6.0,5.0
0,0,1,0,0,27,25,5,7,2,3,4.0,6.0,6.0,4.0,4.0,3.0,4.0,3.0
0,1,0,0,1,27,29,5,7,2,3,7.5,8.0,8.0,7.0,7.0,5.5,7.0,5.0
1,1,1,0,0,27,23,5,7,2,3,7.0,8.0,7.5,8.0,7.0,7.0,8.0,6.0
0,1,0,0,0,27,27,5,7,2,3,8.0,9.0,9.0,9.0,8.0,8.0,9.0,7.0
0,0,1,0,0,27,32,5,7,2,3,4.0,8.0,8.0,5.0,8.0,4.0,6.0,4.0
0,0,1,0,0,27,27,5,7,2,3,6.5,8.0,8.0,6.0,7.0,6.5,6.0,5.0
1,1,1,0,0,27,30,5,7,2,3,7.0,6.0,7.0,8.0,5.0,7.0,7.0,6.0
0,0,0,0,0,27,29,5,7,2,3,4.0,6.0,7.0,6.0,6.0,5.0,5.0,4.0
0,0,1,0,0,27,26,5,7,2,3,3.0,8.0,6.0,7.0,5.0,5.0,6.0,6.0
0,0,0,0,0,27,29,5,7,2,3,4.0,7.0,8.0,5.0,8.0,5.0,7.0,3.0
0,1,0,1,1,27,30,1,7,2,7,9.0,9.0,9.0,8.0,7.0,8.0,9.0,6.0
0,1,0,1,0,27,28,1,7,2,7,7.0,8.0,8.0,7.0,6.0,7.0,8.0,4.0
1,1,1,1,0,27,21,1,7,2,7,8.0,9.0,8.0,8.0,6.0,7.0,9.0,4.0
0,1,0,1,0,27,22,1,7,2,7,9.0,8.0,9.0,8.0,7.0,7.0,9.0,5.0
0,1,0,1,1,27,24,1,7,2,7,8.0,9.0,8.0,8.0,6.0,8.0,9.0,6.0
0,0,0,1,0,27,35,1,7,2,7,6.0,8.0,8.0,7.0,6.0,7.0,7.0,5.0
0,0,0,1,0,27,34,1,7,2,7,7.0,9.0,8.0,7.0,6.0,8.0,8.0,2.0
0,0,0,1,0,27,33,1,7,2,7,8.0,9.0,10.0,7.0,6.0,6.0,8.0,2.0
0,0,0,1,0,27,28,1,7,2,7,7.0,9.0,8.0,7.0,6.0,7.0,8.0,4.0
0,0,0,1,1,27,29,1,7,2,7,8.0,9.0,8.0,7.0,6.0,7.0,8.0,5.0
0,0,0,1,1,27,22,1,7,2,7,10.0,10.0,10.0,10.0,8.0,7.0,9.0,6.0
0,1,0,1,1,27,27,1,7,2,7,8.0,9.0,9.0,8.0,7.0,7.0,9.0,5.0
0,0,0,1,1,32,28,3,3,2,7,8.0,10.0,10.0,8.0,10.0,4.0,5.0,8.0
0,0,1,1,1,32,22,3,3,2,7,8.0,10.0,8.0,8.0,8.0,4.0,8.0,3.0
1,1,1,1,1,32,34,3,3,2,7,8.0,10.0,10.0,8.0,10.0,7.0,8.0,8.0
0,0,0,1,1,32,28,3,3,2,7,8.0,10.0,8.0,10.0,8.0,4.0,8.0,2.0
1,1,1,1,0,32,29,3,3,2,7,10.0,10.0,10.0,10.0,10.0,5.0,8.0,5.0
0,0,0,1,0,25,30,1,3,1,6,7.0,7.0,8.0,6.0,7.0,5.0,7.0,6.0
0,0,0,1,1,25,28,1,3,1,6,6.0,8.0,8.0,7.0,6.0,6.0,5.0,5.0
1,1,1,1,1,25,21,1,3,1,6,9.0,8.0,7.0,8.0,7.0,6.0,8.0,7.0
0,0,0,1,1,25,22,1,3,1,6,7.0,7.0,7.0,8.0,6.0,4.0,5.0,5.0
0,0,0,1,0,25,24,1,3,1,6,6.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0
0,0,0,1,1,25,35,1,3,1,6,6.0,6.0,6.0,5.0,7.0,4.0,5.0,4.0
0,1,0,1,1,25,34,1,3,1,6,8.0,7.0,7.0,6.0,7.0,4.0,7.0,6.0
0,0,0,1,1,25,33,1,3,1,6,6.0,8.0,7.0,5.0,5.0,5.0,6.0,4.0
0,1,0,1,1,25,28,1,3,1,6,8.0,7.0,7.0,7.0,7.0,5.0,7.0,6.0
0,0,1,1,0,25,29,1,3,1,6,7.0,8.0,7.0,6.0,6.0,4.0,6.0,5.0
0,0,0,1,0,25,22,1,3,1,6,8.0,8.0,7.0,6.0,7.0,3.0,6.0,5.0
0,1,0,1,0,25,27,1,3,1,6,8.0,8.0,8.0,8.0,8.0,5.0,8.0,7.0
0,0,0,1,1,29,30,2,6,1,8,6.0,7.0,8.0,5.0,4.0,5.0,7.0,5.0
0,0,0,1,0,29,28,2,6,1,8,5.0,5.0,7.0,5.0,8.0,6.0,7.0,7.0
0,1,0,1,0,29,21,2,6,1,8,7.0,8.0,5.0,6.0,5.0,8.0,7.0,6.0
0,0,1,1,0,29,22,2,6,1,8,5.0,6.0,6.0,7.0,5.0,6.0,7.0,4.0
0,0,1,1,1,29,24,2,6,1,8,5.0,5.0,6.0,4.0,7.0,5.0,6.0,10.0
0,0,0,1,0,29,35,2,6,1,8,4.0,2.0,5.0,4.0,5.0,7.0,5.0,4.0
1,1,1,1,0,29,34,2,6,1,8,6.0,6.0,7.0,8.0,7.0,8.0,6.0,10.0
0,1,0,1,0,29,33,2,6,1,8,8.0,7.0,7.0,8.0,5.0,8.0,8.0,7.0
0,1,0,1,0,29,28,2,6,1,8,7.0,7.0,4.0,5.0,5.0,5.0,6.0,9.0
0,0,1,1,1,29,29,2,6,1,8,5.0,7.0,6.0,5.0,6.0,7.0,6.0,10.0
0,0,1,1,1,29,22,2,6,1,8,6.0,5.0,5.0,2.0,8.0,7.0,7.0,8.0
0,0,1,1,1,29,27,2,6,1,8,5.0,8.0,6.0,7.0,5.0,6.0,7.0,8.0
0,1,0,1,0,23,30,2,4,2,5,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0
0,0,0,1,1,23,30,2,4,2,5,5.0,6.0,6.0,3.0,4.0,2.0,3.0,5.0
0,0,0,1,1,23,28,2,4,2,5,3.0,6.0,7.0,4.0,8.0,2.0,4.0,5.0
0,0,0,1,1,23,21,2,4,2,5,7.0,5.0,5.0,6.0,3.0,2.0,5.0,6.0
0,0,1,1,1,23,22,2,4,2,5,5.0,7.0,7.0,5.0,5.0,4.0,5.0,6.0
0,0,1,1,0,23,24,2,4,2,5,5.0,7.0,8.0,7.0,6.0,3.0,5.0,7.0
0,0,1,1,1,23,35,2,4,2,5,4.0,6.0,6.0,4.0,4.0,2.0,3.0,5.0
0,0,0,1,1,23,34,2,4,2,5,6.0,6.0,8.0,5.0,8.0,3.0,4.0,3.0
0,0,1,1,1,23,21,2,4,2,5,6.0,4.0,4.0,8.0,4.0,8.0,6.0,10.0
0,1,0,1,1,23,33,2,4,2,5,9.0,8.0,8.0,6.0,7.0,9.0,9.0,6.0
0,0,0,1,1,23,28,2,4,2,5,6.0,6.0,6.0,6.0,4.0,3.0,6.0,6.0
0,0,1,1,0,23,29,2,4,2,5,5.0,7.0,8.0,4.0,8.0,5.0,5.0,5.0
0,0,1,1,0,23,22,2,4,2,5,7.0,6.0,6.0,5.0,5.0,2.0,5.0,6.0
1,1,1,1,0,23,27,2,4,2,5,7.0,8.0,8.0,6.0,7.0,6.0,7.0,7.0
0,0,0,1,0,27,30,1,4,1,6,6.0,5.0,6.0,7.0,8.0,8.0,6.0,7.0
0,0,1,1,1,27,28,1,4,1,6,3.0,6.0,9.0,4.0,8.0,4.0,4.0,6.0
0,1,0,1,1,27,21,1,4,1,6,6.0,7.0,6.0,7.0,7.0,6.0,7.0,8.0
0,0,1,1,1,27,22,1,4,1,6,4.0,6.0,7.0,5.0,7.0,5.0,7.0,7.0
0,0,1,1,0,27,24,1,4,1,6,4.0,7.0,7.0,5.0,5.0,4.0,5.0,4.0
0,0,1,1,1,27,34,1,4,1,6,5.0,8.0,9.0,8.0,8.0,5.0,8.0,8.0
1,1,1,1,1,27,33,1,4,1,6,7.0,7.0,9.0,8.0,9.0,6.0,9.0,6.0
0,0,0,1,1,27,28,1,4,1,6,6.0,8.0,7.0,8.0,6.0,6.0,7.0,7.0
0,0,0,1,0,27,29,1,4,1,6,6.0,7.0,7.0,5.0,6.0,4.0,5.0,5.0
0,0,1,1,0,27,22,1,4,1,6,4.0,8.0,6.0,6.0,6.0,4.0,4.0,5.0
0,0,1,1,0,27,27,1,4,1,6,5.0,7.0,9.0,8.0,8.0,8.0,8.0,7.0
0,1,0,1,0,32,30,2,6,2,6,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0
0,0,0,1,0,32,28,2,6,2,6,4.0,6.0,6.0,5.0,8.0,5.0,5.0,6.0
0,1,0,1,0,32,21,2,6,2,6,5.0,5.0,6.0,6.0,6.0,5.0,7.0,5.0
0,0,0,1,0,32,22,2,6,2,6,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
0,0,0,1,0,32,24,2,6,2,6,6.0,6.0,5.0,5.0,6.0,4.0,5.0,5.0
0,0,0,1,0,32,35,2,6,2,6,5.0,7.0,7.0,4.0,5.0,4.0,4.0,4.0
0,1,0,1,0,32,34,2,6,2,6,7.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0
0,0,0,1,0,32,21,2,6,2,6,7.0,5.0,6.0,7.0,6.0,6.0,6.0,5.0
0,1,0,1,0,32,33,2,6,2,6,6.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0
0,0,0,1,0,32,28,2,6,2,6,5.0,7.0,5.0,6.0,7.0,5.0,6.0,5.0
0,0,1,1,0,32,29,2,6,2,6,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0
0,1,0,1,0,32,22,2,6,2,6,9.0,8.0,7.0,8.0,5.0,6.0,8.0,7.0
0,1,0,1,0,32,27,2,6,2,6,7.0,8.0,7.0,7.0,5.0,6.0,7.0,6.0
0,1,0,1,0,27,30,3,5,3,5,9.0,8.0,10.0,7.0,7.0,7.0,9.0,5.0
0,0,1,1,1,27,28,3,5,3,5,7.0,8.0,8.0,4.0,4.0,4.0,8.0,3.0
0,0,0,1,1,27,21,3,5,3,5,6.0,8.0,8.0,6.0,3.0,4.0,6.0,4.0
0,1,0,1,1,27,22,3,5,3,5,8.0,7.0,9.0,8.0,3.0,5.0,7.0,5.0
0,1,0,1,0,27,24,3,5,3,5,7.0,9.0,9.0,7.0,6.0,4.0,7.0,5.0
0,0,1,1,1,27,35,3,5,3,5,5.0,9.0,9.0,6.0,6.0,3.0,6.0,6.0
0,0,0,1,1,27,34,3,5,3,5,5.0,8.0,8.0,7.0,7.0,3.0,6.0,3.0
0,0,0,1,1,27,33,3,5,3,5,7.0,7.0,7.0,7.0,6.0,3.0,6.0,4.0
0,0,0,1,1,27,28,3,5,3,5,7.0,9.0,8.0,8.0,3.0,3.0,6.0,4.0
1,1,1,1,0,27,29,3,5,3,5,9.0,8.0,8.0,6.0,4.0,5.0,7.0,6.0
1,1,1,1,0,27,22,3,5,3,5,8.0,8.0,9.0,10.0,4.0,2.0,7.0,6.0
0,1,0,1,0,27,27,3,5,3,5,10.0,8.0,10.0,9.0,5.0,4.0,8.0,7.0
1,1,1,1,0,25,30,2,4,1,5,7.0,8.0,9.0,8.0,7.0,6.0,7.0,6.0
1,1,1,1,1,25,28,2,4,1,5,6.0,8.0,8.0,8.0,7.0,5.0,6.0,6.0
1,1,1,1,1,25,21,2,4,1,5,7.0,6.0,6.0,7.0,7.0,5.0,6.0,5.0
0,0,1,1,1,25,22,2,4,1,5,5.0,6.0,5.0,4.0,4.0,3.0,3.0,3.0
1,1,1,1,0,25,24,2,4,1,5,5.0,8.0,7.0,8.0,5.0,5.0,7.0,7.0
1,1,1,1,1,25,35,2,4,1,5,6.0,8.0,8.0,7.0,7.0,8.0,6.0,7.0
0,0,0,1,1,25,34,2,4,1,5,5.0,6.0,8.0,4.0,5.0,3.0,3.0,2.0
0,0,0,1,1,25,33,2,4,1,5,6.0,5.0,6.0,6.0,3.0,3.0,4.0,4.0
0,1,0,1,1,25,28,2,4,1,5,8.0,8.0,8.0,9.0,6.0,6.0,8.0,5.0
0,0,0,1,0,25,29,2,4,1,5,5.0,6.0,5.0,4.0,4.0,3.0,3.0,2.0
0,0,1,1,0,25,22,2,4,1,5,6.0,6.0,5.0,3.0,4.0,2.0,2.0,2.0
0,1,0,1,0,30,30,1,4,1,7,8.0,7.0,9.0,7.0,7.0,7.0,8.0,7.0
1,1,1,1,1,30,28,1,4,1,7,5.0,10.0,9.0,9.0,9.0,6.0,7.0,7.0
0,0,1,1,1,30,21,1,4,1,7,8.0,4.0,6.0,4.0,6.0,4.0,5.0,5.0
0,0,1,1,1,30,22,1,4,1,7,4.0,8.0,7.0,4.0,6.0,2.0,4.0,7.0
0,0,0,1,0,30,24,1,4,1,7,5.0,8.0,8.0,7.0,6.0,4.0,6.0,8.0
0,0,1,1,1,30,35,1,4,1,7,4.0,7.0,8.0,5.0,6.0,5.0,6.0,6.0
0,0,1,1,1,30,34,1,4,1,7,4.0,10.0,10.0,8.0,5.0,5.0,6.0,8.0
1,1,1,1,1,30,28,1,4,1,7,8.0,6.0,8.0,8.0,8.0,7.0,8.0,6.0
0,1,0,1,0,30,29,1,4,1,7,8.0,9.0,9.0,8.0,5.0,5.0,7.0,9.0
0,0,1,1,0,30,22,1,4,1,7,7.0,10.0,7.0,6.0,4.0,5.0,6.0,7.0
1,1,1,1,0,30,27,1,4,1,7,7.0,7.0,7.0,6.0,8.0,9.0,7.0,7.0
0,1,0,1,0,29,30,2,6,1,6,6.0,7.0,7.0,6.0,5.0,5.0,6.0,3.0
0,0,0,1,0,29,30,2,6,1,6,6.0,6.0,6.0,6.0,4.0,7.0,7.0,1.0
0,1,0,1,0,29,28,2,6,1,6,4.0,5.0,7.0,5.0,5.0,6.0,8.0,1.0
0,1,0,1,0,29,21,2,6,1,6,7.0,7.0,6.0,6.0,7.0,5.0,8.0,1.0
0,1,0,1,0,29,22,2,6,1,6,5.0,6.0,7.0,6.0,6.0,5.0,6.0,1.0
0,1,0,1,0,29,24,2,6,1,6,4.0,7.0,8.0,7.0,4.0,5.0,5.0,1.0
0,1,0,1,0,29,35,2,6,1,6,7.0,7.0,7.0,6.0,5.0,5.0,7.0,1.0
0,0,1,1,0,29,34,2,6,1,6,7.0,7.0,7.0,6.0,7.0,6.0,7.0,1.0
0,1,0,1,0,29,33,2,6,1,6,6.0,4.0,5.0,5.0,5.0,5.0,6.0,1.0
0,0,0,1,0,29,28,2,6,1,6,5.0,6.0,5.0,6.0,6.0,3.0,5.0,1.0
0,0,0,1,0,29,29,2,6,1,6,5.0,6.0,5.0,6.0,5.0,4.0,5.0,2.0
0,0,0,1,0,29,27,2,6,1,6,6.0,6.0,7.0,6.0,5.0,3.0,6.0,2.0
0,1,0,1,0,26,30,6,7,2,7,10.0,9.0,9.0,8.0,7.0,8.0,8.0,7.0
1,1,1,1,1,26,28,6,7,2,7,6.0,9.0,7.0,6.0,6.0,8.0,8.0,7.0
1,1,1,1,1,26,21,6,7,2,7,9.0,9.0,7.0,8.0,9.0,8.0,9.0,9.0
0,0,0,1,1,26,22,6,7,2,7,7.0,8.0,8.0,5.0,6.0,5.0,6.0,7.0
0,1,0,1,0,26,24,6,7,2,7,7.0,9.0,8.0,10.0,9.0,9.0,8.0,8.0
1,1,1,1,1,26,35,6,7,2,7,6.0,8.0,9.0,8.0,9.0,8.0,7.0,7.0
0,0,0,1,1,26,34,6,7,2,7,5.0,6.0,7.0,8.0,9.0,10.0,6.0,5.0
0,1,0,1,1,26,33,6,7,2,7,9.0,7.0,8.0,9.0,8.0,10.0,8.0,5.0
0,0,0,1,1,26,28,6,7,2,7,6.0,6.0,6.0,9.0,8.0,8.0,7.0,7.0
0,0,0,1,0,26,29,6,7,2,7,6.0,8.0,6.0,5.0,8.0,6.0,7.0,7.0
0,0,0,1,0,26,22,6,7,2,7,8.0,6.0,7.0,6.0,5.0,5.0,7.0,7.0
0,1,0,1,0,26,27,6,7,2,7,9.0,9.0,7.0,7.0,5.0,6.0,8.0,6.0
0,0,0,1,0,29,30,1,5,1,6,7.0,7.0,7.0,7.0,5.0,5.0,6.0,5.0
0,0,1,1,1,29,28,1,5,1,6,4.0,7.0,7.0,6.0,7.0,6.0,5.0,5.0
0,0,0,1,1,29,21,1,5,1,6,6.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0
0,0,1,1,1,29,22,1,5,1,6,4.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0
0,0,0,1,0,29,24,1,5,1,6,6.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0
0,0,0,1,1,29,35,1,5,1,6,4.0,7.0,7.0,5.0,5.0,5.0,4.0,5.0
0,0,1,1,1,29,34,1,5,1,6,6.0,7.0,8.0,7.0,5.0,5.0,7.0,5.0
0,0,0,1,1,29,33,1,5,1,6,5.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0
0,0,0,1,1,29,28,1,5,1,6,4.0,7.0,6.0,6.0,5.0,5.0,4.0,5.0
0,0,1,1,0,29,29,1,5,1,6,4.0,8.0,7.0,6.0,5.0,5.0,5.0,5.0
0,0,0,1,0,29,22,1,5,1,6,4.0,8.0,7.0,7.0,5.0,6.0,6.0,5.0
0,0,0,1,0,29,27,1,5,1,6,6.0,8.0,7.0,8.0,7.0,7.0,7.0,5.0
1,1,1,0,1,25,30,2,4,3,8,6.0,7.0,8.0,8.0,6.0,6.0,6.0,7.0
1,1,1,0,0,25,23,2,4,3,8,8.0,7.0,8.0,7.0,6.0,6.0,7.0,5.0
0,1,0,0,1,25,29,2,4,3,8,8.0,7.0,8.0,7.0,7.0,6.0,7.0,5.0
0,0,0,0,0,25,25,2,4,3,8,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0
0,0,1,0,0,25,28,2,4,3,8,6.0,8.0,7.0,7.0,6.0,8.0,6.0,5.0
0,0,0,0,0,25,27,2,4,3,8,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0
1,1,1,0,0,23,30,1,4,2,5,1.0,10.0,10.0,6.0,5.0,1.0,3.0,5.0
0,1,0,0,1,23,23,1,4,2,5,3.0,6.0,7.0,7.0,6.0,3.0,7.0,4.0
0,1,0,0,0,23,29,1,4,2,5,2.0,6.0,8.0,9.0,5.0,2.0,7.0,3.0
1,1,1,0,0,23,25,1,4,2,5,3.0,7.0,8.0,9.0,6.0,2.0,2.0,8.0
0,1,0,0,1,23,28,1,4,2,5,1.0,7.0,9.0,7.0,6.0,1.0,3.0,6.0
0,1,0,0,0,23,27,1,4,2,5,1.0,7.0,9.0,2.0,5.0,2.0,2.0,4.0
0,1,0,0,0,30,30,2,6,2,6,5.0,7.0,8.0,7.0,7.0,5.0,5.0,5.0
0,1,0,0,0,30,23,2,6,2,6,7.0,7.0,7.0,7.0,5.0,5.0,7.0,5.0
0,1,0,0,0,30,29,2,6,2,6,7.0,6.0,7.0,8.0,6.0,5.0,6.0,5.0
0,1,0,0,1,30,25,2,6,2,6,6.0,7.0,6.0,8.0,5.0,5.0,5.0,4.0
1,1,1,0,0,30,28,2,6,2,6,6.0,8.0,8.0,7.0,7.0,7.0,5.0,5.0
1,1,1,0,0,30,27,2,6,2,6,5.0,5.0,7.0,5.0,7.0,5.0,4.0,4.0
0,1,0,0,0,36,29,2,6,4,8,8.0,10.0,9.0,10.0,7.0,6.0,8.0,8.0
0,1,0,0,0,36,24,2,6,4,8,7.0,10.0,10.0,6.0,10.0,6.0,7.0,6.0
