usid,term,chief,name,issue,issue_description,liberal_flag,precedent
412US363,1972,Burger,UNITED STATES v. STATE TAX COMMISSION OF MISSISSIPPI et al.,100110,national supremacy: state tax (cf. state tax),1,0
412US441,1972,Burger,VLANDIS v. KLINE et al.,40010,"due process: miscellaneous (cf. loyalty oath), the residual code",1,0
412US481,1972,Burger,"MATTZ v. ARNETT, DIRECTOR, DEPARTMENT OF FISH AND GAME",20160,"Indians, state jurisdiction over",1,0
412US507,1972,Burger,CITY OF KENOSHA et al. v. BRUNO et al.,90320,judicial administration: jurisdiction or authority of federal district courts or territorial courts,0,0
412US580,1972,Burger,"UNITED STATES v. LITTLE LAKE MISERE LAND CO., INC., et al.",100130,miscellaneous federalism,1,0
412US669,1972,Burger,UNITED STATES et al. v. STUDENTS CHALLENGING REGULATORY AGENCY PROCEDURES (SCRAP) et al.,80130,"natural resources - environmental protection (cf. national supremacy: natural resources, national supremacy: pollution)",0,0
412US735,1972,Burger,GAFFNEY v. CUMMINGS et al.,20090,reapportionment: other than plans governed by the Voting Rights Act,0,0
412US755,1972,Burger,"WHITE, SECRETARY OF STATE OF TEXAS, et al. v. REGESTER et al.",20090,reapportionment: other than plans governed by the Voting Rights Act,0,0
412US783,1972,Burger,"WHITE, SECRETARY OF STATE OF TEXAS v. WEISER et al.",20090,reapportionment: other than plans governed by the Voting Rights Act,1,0
412US837,1972,Burger,BARNES v. UNITED STATES,40010,"due process: miscellaneous (cf. loyalty oath), the residual code",0,0
413US1,1972,Burger,"GILLIGAN, GOVERNOR OF OHIO, et al. v. MORGAN et al.",90250,standing to sue: justiciable question,0,0
413US15,1972,Burger,MILLER v. CALIFORNIA,30190,"obscenity, state (cf. comity: privacy): including the regulation of sexually explicit material under the 21st Amendment",0,1
413US49,1972,Burger,"PARIS ADULT THEATRE I et al. v. SLATON, DISTRICT ATTORNEY, et al.",30190,"obscenity, state (cf. comity: privacy): including the regulation of sexually explicit material under the 21st Amendment",0,0
413US115,1972,Burger,KAPLAN v. CALIFORNIA,30190,"obscenity, state (cf. comity: privacy): including the regulation of sexually explicit material under the 21st Amendment",0,0
413US123,1972,Burger,"UNITED STATES v. 12 200-FT. REELS OF SUPER 8MM. FILM et al. (PALADINI, CLAIMANT)",30200,"obscenity, federal",0,0
413US139,1972,Burger,UNITED STATES v. ORITO,30200,"obscenity, federal",0,0
413US149,1972,Burger,"COLGROVE v. BATTIN, U.S. DISTRICT JUDGE",90110,"Federal Rules of Civil Procedure including Supreme Court Rules, application of the Federal Rules of Evidence, Federal Rules of Appellate Procedure in civil litigation, Circuit Court Rules, and state rules and admiralty rules",0,0
413US266,1972,Burger,ALMEIDA-SANCHEZ v. UNITED STATES,10060,"search and seizure, vehicles",1,0
413US300,1972,Burger,UNITED STATES v. ASH,10150,line-up,0,0
413US376,1972,Burger,PITTSBURGH PRESS CO. v. PITTSBURGH COMMISSION ON HUMAN RELATIONS et al.,30020,"commercial speech, excluding attorneys",0,0
413US405,1972,Burger,NEW YORK STATE DEPARTMENT OF SOCIAL SERVICES et al. v. DUBLINO et al.,20190,"poverty law, statutory: welfare benefits, typically under some Social Security Act provision.",0,0
413US433,1972,Burger,"CADY, WARDEN v. DOMBROWSKI",10060,"search and seizure, vehicles",0,0
413US472,1972,Burger,"LEVITT, COMPTROLLER OF NEW YORK, et al. v. COMMITTEE FOR PUBLIC EDUCATION & RELIGIOUS LIBERTY et al.",30180,"parochiaid: government aid to religious schools, or religious requirements in public schools",1,0
413US483,1972,Burger,HELLER v. NEW YORK,30190,"obscenity, state (cf. comity: privacy): including the regulation of sexually explicit material under the 21st Amendment",0,0
413US496,1972,Burger,ROADEN v. KENTUCKY,30190,"obscenity, state (cf. comity: privacy): including the regulation of sexually explicit material under the 21st Amendment",1,0
413US508,1972,Burger,UNITED STATES DEPARTMENT OF AGRICULTURE et al. v. MURRY et al.,20180,"poverty law, constitutional",1,0
413US528,1972,Burger,UNITED STATES DEPARTMENT OF AGRICULTURE et al. v. MORENO et al.,20180,"poverty law, constitutional",1,0
413US548,1972,Burger,"UNITED STATES CIVIL SERVICE COMMISSION et al. v. NATIONAL ASSOCIATION OF LETTER CARRIERS, AFL-CIO, et al.",30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",0,0
413US601,1972,Burger,BROADRICK et al. v. OKLAHOMA et al.,30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",0,0
413US634,1972,Burger,"SUGARMAN, ADMINISTRATOR, NEW YORK CITY HUMAN RESOURCES ADMINISTRATION, et al. v. DOUGALL et al.",20120,employability of aliens (cf. immigration and naturalization),1,0
413US665,1972,Burger,"GOSA v. MAYDEN, WARDEN",10040,retroactivity (of newly announced or newly enacted constitutional or statutory rights),0,0
413US717,1972,Burger,In re GRIFFITHS,20120,employability of aliens (cf. immigration and naturalization),1,0
413US734,1972,Burger,"HUNT v. MCNAIR, GOVERNOR OF SOUTH CAROLINA, et al.",30180,"parochiaid: government aid to religious schools, or religious requirements in public schools",0,0
413US825,1972,Burger,"SLOAN, TREASURER OF PENNSYLVANIA, et al. v. LEMON et al.",30180,"parochiaid: government aid to religious schools, or religious requirements in public schools",1,0
413US756,1972,Burger,"COMMITTEE FOR PUBLIC EDUCATION & RELIGIOUS LIBERTY et al. v. NYQUIST, COMMISSIONER OF EDUCATION OF NEW YORK, et al.",30180,"parochiaid: government aid to religious schools, or religious requirements in public schools",1,0
414US51,1973,Burger,KUSPER et al. v. PONTIKES,20220,"residency requirements: durational, plus discrimination against nonresidents",1,0
414US70,1973,Burger,"LEFKOWITZ, ATTORNEY GENERAL OF NEW YORK, et al. v. TURLEY et al.",10110,"self-incrimination, immunity from prosecution",1,0
414US105,1973,Burger,HESS v. INDIANA,30150,protest demonstrations (other than as pertains to sit-in demonstrations): demonstrations and other forms of protest based on First Amendment guarantees,1,0
414US117,1973,Burger,"MERRILL LYNCH, PIERCE, FENNER & SMITH, INC. v. WARE",80120,federal or state regulation of securities,1,0
414US141,1973,Burger,"CUPP, PENITENTIARY SUPERINTENDENT v. NAUGHTEN",10220,extra-legal jury influences: jury instructions (not necessarily in criminal cases),0,0
414US156,1973,Burger,"NORTH DAKOTA STATE BOARD OF PHARMACY v. SNYDER'S DRUG STORES, INC.",80110,"state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)",1,1
414US218,1973,Burger,UNITED STATES v. ROBINSON,10060,"search and seizure, vehicles",0,0
414US260,1973,Burger,GUSTAFSON v. FLORIDA,10060,"search and seizure, vehicles",0,0
414US291,1973,Burger,ZAHN et al. v. INTERNATIONAL PAPER CO.,90110,"Federal Rules of Civil Procedure including Supreme Court Rules, application of the Federal Rules of Evidence, Federal Rules of Appellate Procedure in civil litigation, Circuit Court Rules, and state rules and admiralty rules",0,0
414US313,1973,Burger,BONELLI CATTLE CO. et al. v. ARIZONA et al.,100130,miscellaneous federalism,1,0
414US338,1973,Burger,UNITED STATES v. CALANDRA,10050,search and seizure (other than as pertains to vehicles or Crime Control Act),0,0
414US368,1973,Burger,GATEWAY COAL CO. v. UNITED MINE WORKERS OF AMERICA et al.,70160,labor-management disputes: no-strike clause,0,0
414US417,1973,Burger,MARSHALL v. UNITED STATES,40040,due process: prisoners' rights and defendants' rights,0,0
414US441,1973,Burger,"COMMUNIST PARTY OF INDIANA et al. v. WHITCOMB, GOVERNOR OF INDIANA, et al.",30100,loyalty oath: political party,1,0
414US453,1973,Burger,NATIONAL RAILROAD PASSENGER CORP. et al. v. NATIONAL ASSOCIATION OF RAILROAD PASSENGERS,80220,federal or state regulation of transportation regulation: railroad,0,0
414US488,1973,Burger,"O'SHEA, MAGISTRATE, CIRCUIT COURT OF ALEXANDER COUNTY, ILLINOIS, et al. v. LITTLETON et al.",90240,standing to sue: personal injury,0,0
414US538,1973,Burger,AMERICAN PIPE & CONSTRUCTION CO. et al. v. UTAH et al.,90110,"Federal Rules of Civil Procedure including Supreme Court Rules, application of the Federal Rules of Evidence, Federal Rules of Appellate Procedure in civil litigation, Circuit Court Rules, and state rules and admiralty rules",1,0
414US632,1973,Burger,CLEVELAND BOARD OF EDUCATION et al. v. LAFLEUR et al.,20140,sex discrimination in employment (cf. sex discrimination),1,0
414US661,1973,Burger,"ONEIDA INDIAN NATION OF NEW YORK et al. v. COUNTY OF ONEIDA, NEW YORK, et al.",20160,"Indians, state jurisdiction over",1,0
415US1,1973,Burger,"RENEGOTIATION BOARD v. BANNERCRAFT CLOTHING CO., INC., et al.",50040,Freedom of Information Act and related federal or state statutes or regulations,0,0
415US36,1973,Burger,ALEXANDER v. GARDNER-DENVER CO.,20060,"employment discrimination: on basis of race, age, religion, illegitimacy, national origin, or working conditions.",1,0
415US130,1973,Burger,LEWIS v. CITY OF NEW ORLEANS,30150,protest demonstrations (other than as pertains to sit-in demonstrations): demonstrations and other forms of protest based on First Amendment guarantees,1,0
415US164,1973,Burger,UNITED STATES v. MATLOCK,10050,search and seizure (other than as pertains to vehicles or Crime Control Act),0,0
415US189,1973,Burger,CURTIS v. LOETHER et al.,10580,"jury trial (right to, as distinct from extra-legal jury influences)",1,0
415US250,1973,Burger,MEMORIAL HOSPITAL et al. v. MARICOPA COUNTY et al.,20220,"residency requirements: durational, plus discrimination against nonresidents",1,0
415US308,1973,Burger,DAVIS v. ALASKA,10270,"confrontation (right to confront accuser, call and cross-examine witnesses)",1,0
415US361,1973,Burger,"JOHNSON, ADMINISTRATOR OF VETERANS' AFFAIRS, et al. v. ROBISON",20250,military: veteran,0,0
415US452,1973,Burger,STEFFEL v. THOMPSON et al.,90020,comity: criminal procedure,1,0
415US486,1973,Burger,UNITED STATES v. GENERAL DYNAMICS CORP. et al.,80020,mergers,0,0
415US528,1973,Burger,"HAGANS et al. v. LAVINE, COMMISSIONER, NEW YORK DEPARTMENT OF SOCIAL SERVICES, et al.",20190,"poverty law, statutory: welfare benefits, typically under some Social Security Act provision.",1,0
415US566,1973,Burger,"SMITH, SHERIFF v. GOGUEN",30150,protest demonstrations (other than as pertains to sit-in demonstrations): demonstrations and other forms of protest based on First Amendment guarantees,1,0
415US651,1973,Burger,"EDELMAN, DIRECTOR, DEPARTMENT OF PUBLIC AID OF ILLINOIS v. JORDAN",20180,"poverty law, constitutional",0,1
415US709,1973,Burger,"LUBIN v. PANISH, REGISTRAR-RECORDER OF COUNTY OF LOS ANGELES",20030,ballot access (of candidates and political parties),1,0
415US724,1973,Burger,"STORER et al. v. BROWN, SECRETARY OF STATE OF CALIFORNIA, et al.",20030,ballot access (of candidates and political parties),0,0
415US767,1973,Burger,"AMERICAN PARTY OF TEXAS et al. v. WHITE, SECRETARY OF STATE OF TEXAS",20030,ballot access (of candidates and political parties),0,0
415US800,1973,Burger,UNITED STATES v. EDWARDS et al.,10050,search and seizure (other than as pertains to vehicles or Crime Control Act),0,0
416US1,1973,Burger,VILLAGE OF BELLE TERRE et al. v. BORAAS et al.,80150,"zoning: constitutionality of such ordinances, or restrictions on owners' or lessors' use of real property",0,0
416US21,1973,Burger,"CALIFORNIA BANKERS ASSN. v. SHULTZ, SECRETARY OF THE TREASURY, et al.",10050,search and seizure (other than as pertains to vehicles or Crime Control Act),0,0
416US115,1973,Burger,SUPER TIRE ENGINEERING CO. et al. v. MCCORKLE et al.,90130,mootness (cf. standing to sue: live dispute),1,0
416US134,1973,Burger,"ARNETT, DIRECTOR, OFFICE OF ECONOMIC OPPORTUNITY, et al. v. KENNEDY et al.",40030,"due process: hearing, government employees",0,0
416US232,1973,Burger,"SCHEUER, ADMINISTRATRIX v. RHODES, GOVERNOR OF OHIO, et al.",80060,"liability, governmental: tort or contract actions by or against government or governmental officials other than defense of criminal actions brought under a civil rights action.",0,0
416US251,1973,Burger,"SHEA, EXECUTIVE DIRECTOR, DEPARTMENT OF SOCIAL SERVICES OF COLORADO, et al. v. VIALPANDO",20190,"poverty law, statutory: welfare benefits, typically under some Social Security Act provision.",1,0
416US267,1973,Burger,"NATIONAL LABOR RELATIONS BOARD v. BELL AEROSPACE COMPANY, DIVISION OF TEXTRON, INC.",70070,labor-management disputes: bargaining,0,0
416US312,1973,Burger,DEFUNIS et al. v. ODEGAARD et al.,20070,affirmative action,0,0
416US351,1973,Burger,"KAHN v. SHEVIN, ATTORNEY GENERAL OF FLORIDA, et al.",20130,sex discrimination (excluding sex discrimination in employment),0,0
416US396,1973,Burger,"PROCUNIER, CORRECTIONS DIRECTOR, et al. v. MARTINEZ et al.",30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",1,0
416US600,1973,Burger,MITCHELL v. W. T. GRANT CO.,20100,debtors' rights,0,1
416US637,1973,Burger,DONNELLY v. DECHRISTOFORO,10200,extra-legal jury influences: prejudicial statements or evidence,0,0
416US663,1973,Burger,CALERO-TOLEDO et al. v. PEARSON YACHT LEASING CO.,20100,debtors' rights,0,0
416US696,1973,Burger,BRADLEY et al. v. SCHOOL BOARD OF THE CITY OF RICHMOND et al.,60010,attorneys' and governmental employees' or officials' fees or compensation or licenses,1,0
416US725,1973,Burger,"BOB JONES UNIVERSITY v. SIMON, SECRETARY OF THE TREASURY, et al.",120020,"federal taxation of gifts, personal, business, or professional expenses",1,0
416US752,1973,Burger,"ALEXANDER, COMMISSIONER OF INTERNAL REVENUE v. 'AMERICANS UNITED' INC.",120020,"federal taxation of gifts, personal, business, or professional expenses",1,0
416US802,1973,Burger,ALLEE et al. v. MEDRANO et al.,90030,comity: First Amendment,1,0
417US12,1973,Burger,WILLIAM E. ARNOLD CO. v. CARPENTERS DISTRICT COUNCIL OF JACKSONVILLE AND VICINITY et al.,100020,federal pre-emption of state court jurisdiction,0,0
417US21,1973,Burger,"BLACKLEDGE, WARDEN, et al. v. PERRY",10030,plea bargaining: the constitutionality of and/or the circumstances of its exercise,1,0
417US85,1973,Burger,BELLIS v. UNITED STATES,10090,self-incrimination (other than as pertains to Miranda or immunity from prosecution),0,0
417US106,1973,Burger,"COOPER STEVEDORING CO., INC. v. FRITZ KOPKE, INC., et al.",80070,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages",1,0
417US116,1973,Burger,"F. D. RICH CO., INC., et al. v. UNITED STATES FOR THE USE OF INDUSTRIAL LUMBER CO., INC.",60010,attorneys' and governmental employees' or officials' fees or compensation or licenses,0,0
417US156,1973,Burger,EISEN v. CARLISLE & JACQUELIN et al.,90110,"Federal Rules of Civil Procedure including Supreme Court Rules, application of the Federal Rules of Evidence, Federal Rules of Appellate Procedure in civil litigation, Circuit Court Rules, and state rules and admiralty rules",0,0
417US333,1973,Burger,DAVIS v. UNITED STATES,10020,habeas corpus,1,0
417US380,1973,Burger,FEDERAL POWER COMMISSION v. TEXACO INC. et al.,80300,federal and some few state regulation of public utilities regulation: gas producer,1,0
417US402,1973,Burger,WHEELER et al. v. BARRERA et al.,30180,"parochiaid: government aid to religious schools, or religious requirements in public schools",0,0
417US433,1973,Burger,MICHIGAN v. TUCKER,10100,Miranda warnings,0,0
417US467,1973,Burger,"BAKER et al., TRUSTEES IN REORGANIZATION v. GOLD SEAL LIQUORS, INC.",80030,bankruptcy (except in the context of priority of federal fiscal claims),1,0
417US484,1973,Burger,"GEDULDIG, DIRECTOR, DEPARTMENT OF HUMAN RESOURCES DEVELOPMENT v. AIELLO et al.",20140,sex discrimination in employment (cf. sex discrimination),0,0
417US506,1973,Burger,SCHERK v. ALBERTO-CULVER CO.,80050,election of remedies: legal remedies available to injured persons or things,0,0
417US535,1973,Burger,"MORTON, SECRETARY OF THE INTERIOR, et al. v. MANCARI et al.",20070,affirmative action,1,0
417US583,1973,Burger,"CARDWELL, WARDEN v. LEWIS",10060,"search and seizure, vehicles",0,0
417US600,1973,Burger,ROSS et al. v. MOFFITT,20320,indigents: appointment of counsel (cf. right to counsel),0,0
417US628,1973,Burger,"JIMENEZ et al. v. WEINBERGER, SECRETARY OF HEALTH, EDUCATION, AND WELFARE",20200,"illegitimates, rights of (cf. juveniles): typically inheritance and survivor's benefits, and paternity suits",1,0
417US733,1973,Burger,"PARKER, WARDEN, et al. v. LEVY",20240,military: active duty,0,0
417US817,1973,Burger,"PELL et al. v. PROCUNIER, CORRECTIONS DIRECTOR, et al.",30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",0,0
417US843,1973,Burger,"SAXBE, ATTORNEY GENERAL, et al. v. WASHINGTON POST CO. et al.",30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",0,0
418US24,1973,Burger,"RICHARDSON, COUNTY CLERK AND REGISTRAR OF VOTERS OF MENDOCINO COUNTY v. RAMIREZ et al.",20010,voting,0,0
418US87,1973,Burger,HAMLING et al. v. UNITED STATES,30200,"obscenity, federal",0,0
418US153,1973,Burger,JENKINS v. GEORGIA,30190,"obscenity, state (cf. comity: privacy): including the regulation of sexually explicit material under the 21st Amendment",1,0
418US166,1973,Burger,UNITED STATES et al. v. RICHARDSON,90300,standing to sue: taxpayer's suit,0,0
418US208,1973,Burger,"SCHLESINGER, SECRETARY OF DEFENSE, et al. v. RESERVISTS COMMITTEE TO STOP THE WAR et al.",90300,standing to sue: taxpayer's suit,0,0
418US241,1973,Burger,"MIAMI HERALD PUBLISHING CO., DIVISION OF KNIGHT NEWSPAPERS, INC. v. TORNILLO",30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",1,0
418US264,1973,Burger,"OLD DOMINION BRANCH NO. 496, NATIONAL ASSOCIATION OF LETTER CARRIERS, AFL-CIO, et al. v. AUSTIN et al.",30030,"libel, defamation: defamation of public officials and public and private persons",1,0
418US298,1973,Burger,LEHMAN v. CITY OF SHAKER HEIGHTS et al.,30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",0,0
418US323,1973,Burger,"GERTZ v. ROBERT WELCH, INC.",30030,"libel, defamation: defamation of public officials and public and private persons",0,0
418US405,1973,Burger,SPENCE v. WASHINGTON,30150,protest demonstrations (other than as pertains to sit-in demonstrations): demonstrations and other forms of protest based on First Amendment guarantees,1,0
418US488,1973,Burger,"TAYLOR v. HAYES, JUDGE",40050,due process: impartial decision maker,1,0
418US506,1973,Burger,CODISPOTI et al. v. PENNSYLVANIA,10080,contempt of court or congress,1,0
418US539,1973,Burger,"WOLFF, WARDEN, et al. v. MCDONNELL",40040,due process: prisoners' rights and defendants' rights,0,0
418US602,1973,Burger,"UNITED STATES v. MARINE BANCORPORATION, INC., et al.",80020,mergers,0,0
418US656,1973,Burger,UNITED STATES v. CONNECTICUT NATIONAL BANK et al.,80020,mergers,0,0
418US683,1973,Burger,"UNITED STATES v. NIXON, PRESIDENT OF THE UNITED STATES, et al.",10160,"discovery and inspection (in the context of criminal litigation only, otherwise Freedom of Information Act and related federal or state statutes or regulations)",0,0
419US90,1974,Burger,GONZALEZ v. AUTOMATIC EMPLOYEES CREDIT UNION et al.,90340,"judicial administration: Supreme Court jurisdiction or authority on appeal or writ of error, from federal district courts or courts of appeals (cf. 753)",0,0
419US102,1974,Burger,"BLANCHETTE et al., TRUSTEES OF PROPERTY OF PENN CENTRAL TRANSPORTATION CO. v. CONNECTICUT GENERAL INSURANCE CORP. et al.",40070,"due process: takings clause, or other non-constitutional governmental taking of property",1,0
419US186,1974,Burger,"GULF OIL CORP. et al. v. COPP PAVING CO., INC., et al.",80010,antitrust (except in the context of mergers and union antitrust),0,0
419US215,1974,Burger,"AMERICAN RADIO ASSN., AFL-CIO, et al. v. MOBILE STEAMSHIP ASSN., INC., et al.",100020,federal pre-emption of state court jurisdiction,0,0
419US345,1974,Burger,JACKSON v. METROPOLITAN EDISON CO.,40020,due process: hearing or notice (other than as pertains to government employees or prisoners' rights),0,0
419US393,1974,Burger,SOSNA v. IOWA et al.,20220,"residency requirements: durational, plus discrimination against nonresidents",0,0
419US449,1974,Burger,"MANESS v. MEYERS, JUDGE",10080,contempt of court or congress,1,0
419US477,1974,Burger,COUSINS et al. v. WIGODA et al.,100130,miscellaneous federalism,1,0
419US498,1974,Burger,"SCHLESINGER, SECRETARY OF DEFENSE, et al. v. BALLARD",20130,sex discrimination (excluding sex discrimination in employment),0,0
419US522,1974,Burger,TAYLOR v. LOUISIANA,20130,sex discrimination (excluding sex discrimination in employment),1,1
419US544,1974,Burger,UNITED STATES v. MAZURIE et al.,20150,Indians (other than pertains to state jurisdiction over),1,0
419US560,1974,Burger,STANDARD PRESSED STEEL CO. v. DEPARTMENT OF REVENUE OF WASHINGTON,80100,state or local government tax,1,0
419US565,1974,Burger,GOSS et al. v. LOPEZ et al.,40020,due process: hearing or notice (other than as pertains to government employees or prisoners' rights),1,0
419US601,1974,Burger,"NORTH GEORGIA FINISHING, INC. v. DI-CHEM, INC.",20100,debtors' rights,1,0
420US1,1974,Burger,"CHAPMAN et al. v. MEIER, SECRETARY OF STATE OF NORTH DAKOTA",20090,reapportionment: other than plans governed by the Voting Rights Act,1,0
420US31,1974,Burger,DANIEL v. LOUISIANA,10040,retroactivity (of newly announced or newly enacted constitutional or statutory rights),0,0
420US50,1974,Burger,EMPORIUM CAPWELL CO. v. WESTERN ADDITION COMMUNITY ORGANIZATION et al.,70060,union-union member dispute (except as pertains to union or closed shop),1,0
420US77,1974,Burger,HARRIS COUNTY COMMISSIONERS COURT et al. v. MOORE et al.,90010,comity: civil rights,0,0
420US103,1974,Burger,GERSTEIN v. PUGH et al.,10050,search and seizure (other than as pertains to vehicles or Crime Control Act),1,0
420US162,1974,Burger,DROPE v. MISSOURI,40010,"due process: miscellaneous (cf. loyalty oath), the residual code",1,0
420US194,1974,Burger,ANTOINE et ux. v. WASHINGTON,20160,"Indians, state jurisdiction over",1,0
420US251,1974,Burger,"NATIONAL LABOR RELATIONS BOARD v. J. WEINGARTEN, INC.",70170,labor-management disputes: union representatives,1,0
420US283,1974,Burger,"LEFKOWITZ, ATTORNEY GENERAL OF NEW YORK v. NEWSOME",10020,habeas corpus,1,0
420US308,1974,Burger,WOOD et al. v. STRICKLAND et al.,20400,"liability, civil rights acts (cf. liability, governmental and liability, nongovernmental; cruel and unusual punishment, non-death penalty)",1,0
420US332,1974,Burger,UNITED STATES v. WILSON,10170,double jeopardy,0,0
420US358,1974,Burger,UNITED STATES v. JENKINS,10170,double jeopardy,1,0
420US377,1974,Burger,SERFASS v. UNITED STATES,10170,double jeopardy,0,0
420US425,1974,Burger,"DECOTEAU, NATURAL MOTHER AND NEXT FRIEND OF FEATHER et al. v. DISTRICT COUNTY COURT FOR THE TENTH JUDICIAL DISTRICT",20160,"Indians, state jurisdiction over",0,0
420US469,1974,Burger,COX BROADCASTING CORP. et al. v. COHN,30040,"libel, privacy: true and false light invasions of privacy",1,0
420US515,1974,Burger,UNITED STATES v. MAINE et al.,100040,Submerged Lands Act (cf. federal-state ownership dispute),1,0
420US534,1974,Burger,"ESTELLE, CORRECTIONS DIRECTOR v. DORROUGH",10320,subconstitutional fair procedure: fugitive from justice,0,0
420US546,1974,Burger,"SOUTHEASTERN PROMOTIONS, LTD. v. CONRAD et al.",30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",1,0
420US592,1974,Burger,"HUFFMAN et al. v. PURSUE, LTD.",90060,comity: obscenity,0,0
420US636,1974,Burger,"WEINBERGER, SECRETARY OF HEALTH, EDUCATION, AND WELFARE v. WIESENFELD",20130,sex discrimination (excluding sex discrimination in employment),1,0
420US656,1974,Burger,AUSTIN et al. v. NEW HAMPSHIRE et al.,80100,state or local government tax,0,0
420US714,1974,Burger,OREGON v. HASS,10100,Miranda warnings,0,0
420US738,1974,Burger,"SCHLESINGER, SECRETARY OF DEFENSE, et al. v. COUNCILMAN",20240,military: active duty,0,0
420US770,1974,Burger,IANNELLI et al. v. UNITED STATES,10460,statutory construction of criminal laws: gambling,0,0
421US7,1974,Burger,STANTON v. STANTON,20130,sex discrimination (excluding sex discrimination in employment),1,0
421US35,1974,Burger,WITHROW et al. v. LARKIN,40050,due process: impartial decision maker,0,0
421US100,1974,Burger,"COLONIAL PIPELINE CO. v. TRAIGLE, COLLECTOR OF REVENUE OF LOUISIANA",80100,state or local government tax,1,0
421US117,1974,Burger,"KUGLER, ATTORNEY GENERAL OF NEW JERSEY, et al. v. HELFANT",90020,comity: criminal procedure,0,0
421US132,1974,Burger,"NATIONAL LABOR RELATIONS BOARD et al. v. SEARS, ROEBUCK & CO.",50040,Freedom of Information Act and related federal or state statutes or regulations,0,0
421US168,1974,Burger,RENEGOTIATION BOARD v. GRUMMAN AIRCRAFT ENGINEERING CORP.,50040,Freedom of Information Act and related federal or state statutes or regulations,0,0
421US240,1974,Burger,ALYESKA PIPELINE SERVICE CO. v. WILDERNESS SOCIETY et al.,60010,attorneys' and governmental employees' or officials' fees or compensation or licenses,0,0
421US289,1974,Burger,"HILL, ATTORNEY GENERAL OF TEXAS v. STONE et al.",20010,voting,1,0
421US309,1974,Burger,UNITED STATES v. WILSON et al.,10080,contempt of court or congress,0,0
421US349,1974,Burger,"MEEK et al. v. PITTENGER, SECRETARY OF EDUCATION, et al.",30180,"parochiaid: government aid to religious schools, or religious requirements in public schools",1,0
421US412,1974,Burger,SECURITIES INVESTOR PROTECTION CORP. v. BARBOUR et al.,80120,federal or state regulation of securities,0,0
421US426,1974,Burger,ELLIS et al. v. DYSON et al.,90020,comity: criminal procedure,1,0
421US454,1974,Burger,"JOHNSON v. RAILWAY EXPRESS AGENCY, INC., et al.",20060,"employment discrimination: on basis of race, age, religion, illegitimacy, national origin, or working conditions.",0,0
421US491,1974,Burger,EASTLAND et al. v. UNITED STATES SERVICEMEN'S FUND et al.,30050,legislative investigations: concerning internal security only,0,0
421US519,1974,Burger,"BREED, DIRECTOR, CALIFORNIA YOUTH AUTHORITY v. JONES",20170,juveniles (cf. rights of illegitimates),1,0
421US542,1974,Burger,FRY et al. v. UNITED STATES,100120,national supremacy: miscellaneous,1,0
421US560,1974,Burger,"DUNLOP, SECRETARY OF LABOR v. BACHOWSKI et al.",90120,judicial review of administrative agency's or administrative official's actions and procedures,1,0
421US599,1974,Burger,UNITED STATES v. TAX COMMISSION OF MISSISSIPPI et al.,100060,national supremacy: intergovernmental tax immunity,1,0
421US616,1974,Burger,"CONNELL CONSTRUCTION CO., INC. v. PLUMBERS & STEAMFITTERS LOCAL UNION NO. 100, UNITED ASSOCIATION OF JOURNEYMEN & APPRENTICES OF THE PLUMBING & PIPEFITTING INDUSTRY OF THE UNITED STATES AND CANADA, AFL-CIO",70020,union antitrust: legality of anticompetitive union activity,1,0
421US656,1974,Burger,"CONNOR et al. v. WALLER, GOVERNOR OF MISSISSIPPI, et al.",20020,"Voting Rights Act of 1965, plus amendments",1,0
421US684,1974,Burger,MULLANEY et al. v. WILBUR,40010,"due process: miscellaneous (cf. loyalty oath), the residual code",1,0
421US707,1974,Burger,"PHILBROOK, COMMISSIONER, DEPARTMENT OF SOCIAL WELFARE v. GLODGETT et al.",20190,"poverty law, statutory: welfare benefits, typically under some Social Security Act provision.",1,0
421US723,1974,Burger,BLUE CHIP STAMPS et al. v. MANOR DRUG STORES,80120,federal or state regulation of securities,0,0
421US773,1974,Burger,GOLDFARB et ux. v. VIRGINIA STATE BAR et al.,80010,antitrust (except in the context of mergers and union antitrust),1,0
421US794,1974,Burger,MURPHY v. FLORIDA,10260,extra-legal jury influences: pretrial publicity,0,0
421US809,1974,Burger,BIGELOW v. VIRGINIA,30020,"commercial speech, excluding attorneys",1,0
421US837,1974,Burger,"UNITED HOUSING FOUNDATION, INC., et al. v. FORMAN et al.",80120,federal or state regulation of securities,0,0
422US66,1974,Burger,CORT et al. v. ASH,30140,campaign spending (cf. governmental corruption):,0,0
422US86,1974,Burger,UNITED STATES v. CITIZENS & SOUTHERN NATIONAL BANK et al.,80020,mergers,0,0
422US171,1974,Burger,UNITED STATES v. HALE,10100,Miranda warnings,1,0
