wage,abil,educ,exper,region,region18,motheduc,fatheduc,brkhme14,sibs,urban,urban18
10.5042,-3.476701,12,8,south,south,9,12,0,2,1,1
9.88764,3.696931,12,11,south,south,12,12,1,2,1,1
14.04715,0.1083706,12,8,south,south,12,12,0,5,1,1
15.67591,2.636867,12,12,south,south,14,14,0,3,1,1
17.30769,0.4948635,12,8,south,south,12,14,0,3,1,1
9.732824,-1.679274,9,16,south,south,9,10,0,7,1,1
4.807693,-3.084138,8,14,south,south,10,12,0,7,1,1
12.42236,2.448388,11,14,south,northeast,7,7,0,5,1,1
15.44692,2.50315,13,8,south,south,14,13,0,2,1,1
18.95735,4.187627,17,3,south,south,13,17,0,2,1,1
12.01923,3.955591,15,9,south,south,12,14,0,1,1,1
16.11635,4.017722,16,5,south,south,14,16,1,2,0,1
12.98701,4.360232,17,5,south,south,12,9,0,3,1,1
12.19512,1.413654,9,14,south,south,12,12,0,2,1,1
24.54874,3.676512,12,9,south,south,12,12,0,2,1,1
8.653846,4.090477,12,8,south,south,12,12,0,1,1,1
8.948545,2.028693,12,11,northeast,south,10,12,0,7,0,1
1.102362,-2.486755,8,14,northeast,south,10,12,0,7,1,1
9.852217,3.315797,16,11,south,south,12,12,0,1,0,1
14.7929,1.045063,15,8,south,south,12,12,0,2,1,1
31.49606,2.555026,13,14,south,south,15,14,0,1,1,1
4.901961,0.3863315,12,12,south,south,12,8,1,2,1,0
7.932693,1.310053,11,13,south,south,10,8,0,5,1,0
5.357143,-3.037923,12,11,south,south,12,7,1,4,1,1
10.09615,2.332951,12,9,south,south,11,8,0,0,0,1
8.653846,-1.710975,9,19,south,south,8,6,0,8,1,1
13.70192,3.669851,13,10,south,south,12,12,1,3,1,1
11.42857,1.438578,12,14,south,south,12,16,0,3,1,1
6.730769,2.444202,13,9,south,south,6,6,0,4,1,1
6.25,-3.162461,12,8,south,south,6,6,0,4,1,1
6.730769,-3.501814,9,12,south,south,11,12,1,3,1,1
7.692307,1.072689,9,13,south,south,11,10,0,1,1,1
10.71429,-2.674628,11,9,south,south,12,13,1,1,1,1
13.30882,-0.0131487,10,11,south,north_central,13,12,1,1,1,1
10.11463,-0.1021442,12,12,south,south,14,14,0,1,1,0
7.323107,0.4295396,12,9,south,south,12,12,0,0,1,1
20.04454,1.302239,15,8,south,south,16,14,1,1,1,1
8.037825,1.395311,12,13,south,south,12,12,0,1,1,1
14.90385,3.910789,15,8,south,south,12,13,0,5,1,1
12.65823,3.374548,20,5,west,south,19,6,1,3,1,1
3.937008,0.3987138,12,10,south,south,12,15,0,0,1,1
21.73913,-1.027223,10,16,west,west,12,7,0,3,1,1
10.46931,1.822416,12,11,south,south,10,16,0,2,0,1
13.66743,4.192024,13,13,south,south,14,12,0,3,1,1
7.596961,0.3478397,12,13,south,south,12,12,0,3,1,1
17.62712,2.607452,12,14,south,south,14,12,0,3,1,1
10.57269,0.9850828,12,10,north_central,north_central,12,12,0,5,1,1
12.7,3.135793,13,10,south,south,16,14,0,2,1,1
14.22925,1.640435,13,10,west,south,9,11,0,6,1,1
14.42308,2.310802,14,9,north_central,south,15,15,1,2,1,1
3.004808,1.896086,8,18,south,south,12,10,0,0,1,1
3.793627,3.432107,13,14,south,south,12,15,0,4,1,1
13.63636,-0.5287266,6,19,south,north_central,10,12,0,1,1,1
7.692307,-1.521156,8,14,south,south,6,5,1,6,0,1
12.82051,2.467138,12,13,south,south,12,12,1,6,1,1
13.84615,1.204311,14,7,south,south,9,12,1,3,1,1
24.47552,3.388738,15,6,south,south,12,15,0,2,1,1
12.63538,1.140856,12,12,south,south,12,18,0,4,1,1
16.88488,4.257565,15,7,south,south,12,12,1,5,1,1
14.90385,2.204875,15,6,south,south,12,12,1,3,1,1
19.14894,4.384425,14,9,west,south,12,16,0,1,1,1
3.214286,4.081058,12,8,west,west,12,12,1,4,1,1
14.42308,2.427064,10,16,west,west,12,12,0,2,1,1
11.25,-2.691107,14,9,west,west,12,11,0,1,1,1
7.09707,2.645752,15,9,west,west,14,11,0,6,1,1
4.676259,0.9909132,11,11,west,west,12,10,1,6,1,1
11.39423,-0.8327028,11,14,west,west,11,11,0,2,1,1
3.674312,-5.468668,12,14,west,west,12,10,0,1,1,1
6.979866,1.922901,12,10,west,west,16,16,0,2,1,1
13.40782,2.7422,11,9,west,west,13,12,1,1,1,1
5.3125,-2.80877,8,12,north_central,north_central,14,12,1,4,1,1
22.05882,2.878214,12,14,north_central,north_central,17,12,0,1,0,1
18.13099,3.581741,15,12,west,west,12,12,0,3,1,1
19.23077,3.321259,15,13,south,north_central,10,8,0,3,1,1
5.274725,4.073553,12,12,north_central,west,8,7,1,3,0,1
21.84874,-1.929841,12,13,west,west,12,15,0,4,1,1
11.85897,2.850706,13,14,west,west,12,20,1,9,1,1
7.073386,4.871014,17,5,west,west,16,12,0,3,1,1
10.0,2.799255,12,11,west,west,16,17,0,3,1,1
67.30769,2.379045,12,15,west,west,12,12,0,3,1,1
19.28471,-0.1549712,11,16,west,west,12,12,0,6,1,0
12.50558,3.337371,16,7,west,west,16,16,0,3,1,1
15.68627,1.711854,15,7,west,west,12,12,0,3,1,1
24.03846,4.193917,15,11,west,west,16,0,0,0,1,1
24.54545,2.312864,11,9,west,west,13,9,0,1,1,1
4.411765,1.768624,12,14,west,west,16,16,1,3,0,1
17.30769,0.0125134,12,12,west,west,14,12,1,2,1,1
15.04011,-2.460068,14,14,west,west,12,16,0,4,1,1
6.730769,-1.376388,10,12,west,west,16,14,0,2,1,1
14.13428,1.177322,12,10,west,west,12,12,1,1,1,1
17.00368,2.786624,13,13,west,west,12,16,0,2,1,1
16.36661,3.160087,19,2,west,west,12,12,1,1,1,1
4.194261,-0.6696897,10,14,north_central,north_central,9,14,1,4,1,1
12.0,1.581274,12,9,west,west,9,13,1,4,1,1
5.494505,-0.9046763,13,9,west,west,7,13,0,2,1,1
5.128205,0.5165263,7,13,west,west,7,13,0,2,1,1
5.604395,-3.978225,10,13,west,west,12,16,0,4,1,1
14.95726,1.196812,16,11,west,west,16,18,0,3,1,1
9.230769,4.486663,13,8,west,west,13,20,0,0,1,1
12.7924,3.445815,13,13,west,west,15,16,0,0,1,1
8.173077,3.464914,14,6,west,west,16,12,0,3,1,1
9.659091,1.581062,15,9,west,west,12,12,0,2,1,1
12.01923,1.633289,12,10,west,west,12,12,1,4,1,1
2.112676,1.550938,12,15,west,west,15,16,1,5,1,1
18.25726,3.716156,16,8,west,west,15,18,0,1,1,1
11.05769,4.888575,14,12,west,west,10,8,0,1,1,1
9.289618,-0.8531879,16,7,west,west,12,12,1,1,1,1
23.07692,1.272874,11,17,west,west,12,12,0,4,1,1
13.04348,0.6504448,12,12,west,west,12,12,0,5,1,1
16.00753,3.751329,15,6,west,west,12,8,0,2,1,1
11.74497,3.991864,15,11,west,west,12,7,0,3,1,0
5.263158,2.828778,14,7,west,west,12,12,0,1,1,1
17.78846,1.821223,12,11,west,west,10,12,0,0,1,1
15.31729,3.836093,12,11,west,west,12,12,1,3,1,1
12.46494,3.077042,12,12,west,west,12,11,1,10,1,1
8.704062,0.4711927,13,12,west,west,12,13,0,2,0,1
10.57692,-0.2440587,12,12,west,west,12,12,0,2,1,1
23.07692,2.124245,12,9,west,west,9,11,0,1,1,1
10.13513,3.835923,12,11,west,west,12,12,0,3,1,1
13.61039,2.961006,9,11,west,west,8,13,0,10,1,1
8.050315,3.928393,12,8,west,west,13,8,0,2,1,1
9.927798,1.509227,12,11,west,west,13,12,0,2,1,1
12.5,-0.9957402,12,16,west,west,12,12,0,3,1,1
9.708738,4.300509,15,11,north_central,north_central,15,20,0,2,1,1
17.30769,2.157118,15,11,west,north_central,14,16,0,3,1,1
25.06266,4.742486,19,5,south,west,12,10,1,2,1,0
6.618134,3.739086,11,12,west,west,12,12,1,2,1,1
1.470588,-4.354986,9,11,west,west,10,10,1,5,1,1
16.77852,2.415897,12,11,west,west,8,8,1,3,1,1
10.89744,-0.2794351,12,8,west,west,12,10,0,1,1,1
19.46903,1.315839,12,10,west,west,13,15,0,1,1,1
17.56866,0.7770594,12,13,west,west,12,12,0,3,1,1
8.183306,0.5144786,14,10,south,west,12,16,0,0,1,1
9.11271,1.145589,12,12,west,west,11,10,1,8,1,1
18.19889,4.489942,15,9,northeast,northeast,12,16,0,1,1,1
13.42593,2.807076,13,10,northeast,northeast,16,20,0,4,1,1
6.641366,1.912947,16,7,northeast,northeast,8,8,0,2,1,1
18.79699,2.236904,15,9,northeast,northeast,12,12,0,2,1,1
7.895878,-0.9496197,14,6,northeast,northeast,12,16,0,2,1,1
9.983361,-5.344852,12,15,northeast,northeast,10,9,0,4,1,1
13.46154,4.740629,12,11,northeast,northeast,12,12,0,2,1,1
12.36264,2.692653,12,12,south,northeast,12,12,0,1,1,1
17.30769,2.485309,13,9,south,northeast,12,16,0,1,1,1
24.54545,3.818376,16,9,south,northeast,16,16,0,1,1,1
29.4861,0.3750928,15,7,northeast,northeast,12,16,0,1,1,1
11.40512,2.610919,15,6,northeast,northeast,14,12,0,1,1,1
19.60089,2.916632,14,10,south,northeast,13,14,0,3,1,1
21.54858,2.81164,12,13,northeast,northeast,12,16,0,2,1,1
24.10714,3.94481,13,8,northeast,northeast,10,15,0,2,1,1
20.03205,1.862335,13,12,northeast,northeast,11,16,0,2,1,1
20.67308,3.749703,12,8,north_central,north_central,12,14,0,2,1,1
10.36036,4.144054,15,11,northeast,northeast,12,12,0,1,1,0
10.34173,-2.154901,12,13,northeast,northeast,12,12,0,2,1,0
26.08696,0.4647643,12,13,north_central,north_central,12,11,1,3,0,1
18.26923,1.675981,12,16,north_central,north_central,12,9,0,5,0,1
18.80878,3.798855,20,7,northeast,north_central,10,10,0,3,1,1
5.692307,1.112777,12,12,north_central,north_central,12,12,0,1,0,1
2.98103,1.485905,13,13,north_central,north_central,10,10,0,3,0,1
7.719298,-1.464006,11,14,north_central,north_central,12,10,0,5,1,1
3.311258,-0.7991784,12,10,north_central,north_central,12,10,0,5,0,1
6.342105,-1.611459,9,12,north_central,north_central,10,12,1,1,0,1
9.868421,1.383306,12,8,north_central,north_central,12,12,0,0,0,1
10.09615,-0.8142194,12,11,north_central,north_central,8,8,0,5,0,1
8.333333,-1.4088,10,14,north_central,north_central,10,10,0,2,0,0
12.2093,2.67804,12,9,north_central,north_central,11,8,1,6,0,1
10.77586,1.779292,12,10,north_central,north_central,12,12,0,3,0,1
11.53846,0.4192285,12,14,north_central,north_central,12,12,0,0,0,1
8.318264,0.7590529,11,13,north_central,north_central,12,12,0,3,1,1
7.249879,2.193079,12,9,north_central,north_central,12,12,0,3,1,1
13.08411,4.495556,16,10,north_central,north_central,12,12,0,2,1,1
9.406355,2.355805,12,9,north_central,south,12,10,0,3,0,1
19.46247,0.8800041,12,16,north_central,north_central,12,12,0,2,0,0
7.5,-1.91321,7,15,north_central,north_central,9,9,1,8,0,1
6.030702,-1.416236,12,10,north_central,north_central,10,8,0,4,1,1
2.613396,-3.315904,10,10,north_central,north_central,6,4,0,1,1,1
3.265306,-3.304939,9,17,north_central,north_central,12,7,0,11,1,0
10.55313,0.2190547,12,13,north_central,north_central,12,12,0,4,1,1
15.16503,1.548668,12,10,north_central,north_central,12,12,0,4,1,1
11.53846,-0.7434423,12,16,north_central,north_central,12,12,0,6,1,0
13.49765,3.8426,15,6,south,north_central,12,12,0,3,1,1
8.124577,3.155222,13,10,north_central,north_central,12,8,0,1,1,1
10.81731,1.612612,12,13,north_central,north_central,12,8,0,1,1,0
10.70654,4.004174,12,12,north_central,north_central,8,11,0,7,1,1
17.55137,4.178867,15,6,north_central,north_central,8,8,1,6,1,1
6.666667,2.042126,12,13,north_central,north_central,12,12,0,4,1,0
11.85567,2.822931,12,11,south,north_central,12,8,0,3,1,1
12.53482,3.536733,14,9,north_central,north_central,13,17,0,4,0,1
15.67091,4.40874,16,6,north_central,north_central,13,18,0,4,1,1
24.03846,4.072744,15,5,north_central,north_central,13,16,0,4,1,1
7.532957,3.820945,16,4,north_central,north_central,13,16,0,4,1,1
15.38461,4.59978,13,11,north_central,north_central,9,12,0,2,1,1
5.952381,-0.5217562,10,17,north_central,north_central,12,12,0,8,0,1
5.39643,3.575404,15,7,north_central,north_central,12,10,1,2,1,1
4.955401,-1.420693,12,8,north_central,north_central,12,10,0,3,1,1
30.43478,3.535239,13,9,north_central,north_central,12,12,0,1,1,1
22.59615,3.464338,12,13,south,north_central,12,12,0,1,1,1
7.932693,4.301142,12,13,north_central,north_central,12,12,1,8,1,0
2.777778,-0.3636501,12,9,north_central,north_central,12,12,1,3,1,1
19.71154,2.575331,14,13,north_central,north_central,12,13,1,4,1,1
7.826476,3.558666,16,11,west,north_central,14,16,0,2,1,1
1.373626,2.33109,12,15,north_central,north_central,11,14,0,0,1,1
15.95298,3.758473,14,13,north_central,north_central,12,14,0,3,0,1
6.666667,2.126227,12,15,south,north_central,12,12,0,6,1,1
10.33654,3.412496,12,14,north_central,north_central,12,11,1,3,1,1
11.53846,2.518573,12,12,north_central,north_central,13,13,0,5,1,1
19.44444,2.613466,14,13,north_central,north_central,12,16,0,1,1,1
13.0814,2.676647,15,9,north_central,north_central,12,16,1,5,0,1
11.46789,4.003321,15,8,north_central,north_central,12,12,0,3,0,1
17.04545,3.704704,15,6,north_central,north_central,12,14,0,2,1,1
19.23077,4.402173,15,11,north_central,north_central,12,14,0,5,1,1
18.11594,3.982798,15,8,north_central,north_central,12,13,0,5,1,1
5.407841,1.820097,12,16,south,south,12,7,0,2,0,0
8.75,-0.8225082,11,14,south,south,12,8,0,2,0,0
6.397059,0.052556,11,15,south,south,8,12,0,1,0,1
7.932693,-0.073386,12,14,south,south,10,9,0,6,0,0
8.653846,-1.633871,12,13,south,south,10,12,1,2,0,0
10.57692,-4.686911,8,16,south,south,11,12,1,2,0,0
23.69668,4.412495,17,8,south,south,16,12,0,1,1,1
10.61776,2.24069,12,15,south,south,12,12,0,4,0,1
7.172996,1.458975,12,15,south,south,12,12,0,3,0,0
8.741259,2.545235,16,11,south,south,12,10,0,0,0,0
3.289474,-3.502898,8,17,south,south,7,8,0,3,0,0
10.39861,2.338381,15,12,south,south,14,14,0,5,1,1
11.95219,1.247759,12,12,south,south,13,13,0,5,1,1
8.516483,-0.4826713,10,17,south,south,12,9,1,1,0,1
14.89758,3.126031,12,10,south,south,12,12,0,1,1,1
32.5,-2.020429,8,16,south,south,12,6,1,3,1,1
3.956835,-1.096032,8,13,south,south,8,8,0,9,1,1
6.703911,-1.887539,10,11,south,south,12,11,0,2,1,1
12.75964,-1.03477,12,15,south,south,12,9,0,1,1,1
8.633094,2.349116,15,10,south,south,13,14,0,2,1,1
12.5,4.280972,16,6,south,south,16,20,0,2,1,1
13.82488,2.869939,15,9,south,south,19,20,0,2,1,1
7.571661,5.356942,19,2,south,south,16,16,0,3,1,1
10.36896,-0.0116056,12,14,south,south,12,12,0,5,1,0
9.982639,4.591968,19,1,south,south,16,19,0,1,1,1
23.35165,4.564392,13,12,south,south,16,17,0,0,1,1
19.23077,4.591698,15,12,west,south,19,20,1,2,1,1
8.0,5.043733,16,8,south,south,19,20,1,2,1,1
7.409603,3.058638,13,9,south,south,12,14,0,3,1,1
7.984032,1.021922,12,15,south,south,18,14,1,4,1,1
26.006710000000002,5.508494,15,8,south,south,14,16,0,1,1,1
7.453416,1.879238,15,10,south,south,12,16,0,1,1,1
18.26923,3.641966,12,12,south,south,12,12,0,1,0,1
16.82692,3.419458,12,11,south,south,12,12,0,1,1,1
13.01587,2.561768,13,12,south,south,11,11,0,3,1,1
13.38432,1.405988,12,11,south,south,9,7,0,4,1,1
23.504270000000002,2.028578,15,7,south,south,12,14,0,2,1,1
5.0,-3.407376,6,15,south,south,10,8,0,5,1,1
11.89591,2.559702,16,5,south,south,12,12,0,2,1,1
4.146471,-1.550604,13,13,south,south,12,12,1,2,1,1
8.713943,2.22961,12,11,south,south,12,12,0,1,1,1
32.69231,1.687836,12,11,west,south,16,16,1,1,1,1
10.87506,-0.7271058,12,9,south,south,12,11,0,6,1,1
8.747813,1.117791,12,12,north_central,west,16,16,0,1,0,0
4.449388,1.531825,10,15,west,west,10,8,1,4,1,1
1.073345,2.898253,11,14,west,west,12,10,1,2,0,0
14.42308,1.962033,11,14,west,west,12,12,0,5,1,1
22.58348,0.7746909,12,12,west,west,11,8,0,3,1,1
9.688581,4.047453,20,7,west,west,14,16,0,2,1,0
10.20096,2.382838,13,13,west,west,13,6,1,2,1,0
10.41667,-2.904401,10,14,south,west,11,12,1,7,1,0
6.25,0.5008227,12,14,west,west,12,12,0,6,1,0
6.483431,2.006788,13,11,west,west,14,14,0,1,1,1
8.680555,4.000892,12,14,west,west,12,12,0,1,1,1
14.55923,3.25943,16,10,west,west,12,12,1,3,0,1
9.753366,0.7091895,12,16,west,west,12,12,0,6,0,0
14.1129,1.278031,14,13,west,west,16,14,0,2,1,0
7.211538,0.6235762,12,12,west,west,18,20,0,3,0,1
6.410256,-1.384838,12,15,west,west,8,10,1,5,0,1
7.075472,0.3142612,14,13,west,west,12,11,0,2,0,1
8.3499,-1.273617,12,13,west,west,12,13,0,3,0,0
7.407407,-0.5779971,9,19,north_central,north_central,8,8,0,13,0,0
10.0,-1.527164,9,15,north_central,north_central,7,7,0,5,0,1
9.104327,1.422159,12,11,north_central,north_central,13,13,0,4,1,1
10.0,-1.666515,12,10,north_central,north_central,12,14,0,3,0,1
8.862164,-1.23938,12,13,north_central,north_central,10,6,0,6,1,0
2.0,3.196058,12,15,north_central,north_central,12,11,0,4,0,0
11.05769,0.7641008,12,15,north_central,north_central,12,12,0,5,1,0
4.931507,-2.272773,10,14,north_central,north_central,12,9,1,5,1,0
8.011445,0.0386259,12,11,west,west,12,12,0,4,1,1
21.14165,2.691122,15,9,north_central,north_central,19,16,0,2,0,0
7.924528,2.69284,12,13,north_central,north_central,12,12,0,3,0,0
7.373516,0.9294347,12,14,north_central,north_central,12,14,0,3,0,1
14.13428,2.900256,16,8,north_central,north_central,13,16,0,1,1,1
14.95726,3.508728,15,10,north_central,north_central,12,15,0,3,0,1
6.25,-2.498188,13,11,north_central,north_central,12,12,0,3,1,0
15.5521,2.268298,15,10,north_central,north_central,12,12,0,3,1,1
5.565069,2.422206,12,15,north_central,north_central,12,12,0,3,0,1
15.86539,2.750242,10,14,west,north_central,11,12,0,3,1,1
10.86484,3.925961,15,9,north_central,north_central,10,12,0,4,1,1
15.46961,1.078086,12,13,north_central,north_central,12,12,0,3,1,0
7.554945,-3.677466,12,12,north_central,north_central,11,9,0,4,0,1
8.119658,2.586284,12,11,north_central,north_central,9,9,0,3,1,1
10.20408,2.886608,14,13,north_central,north_central,12,8,0,8,0,0
5.7692310000000004,3.27686,12,12,north_central,north_central,12,12,0,3,0,0
13.57466,-1.603229,12,14,north_central,north_central,12,18,0,6,1,1
1.442308,0.1958202,12,13,north_central,north_central,12,12,0,5,0,0
6.438312,1.699407,15,11,north_central,north_central,12,12,0,5,0,0
7.403751,3.935532,12,11,south,north_central,15,14,0,5,1,1
18.98254,3.455326,12,10,north_central,north_central,15,14,0,5,1,1
12.78226,4.493084,17,6,north_central,north_central,12,12,0,3,0,1
5.766767,3.02982,15,10,north_central,north_central,8,8,0,3,1,0
15.38461,4.226342,15,10,west,north_central,14,16,0,4,1,0
1.56189,-2.226674,9,16,south,south,7,4,0,3,0,0
3.348214,1.45212,12,13,south,south,12,5,0,2,0,0
17.24138,-1.07996,12,13,south,south,12,12,0,3,0,0
17.67399,4.737316,15,10,south,south,12,4,0,5,0,0
6.393478,4.0395,12,12,south,south,12,6,0,2,0,1
3.71134,-4.729329,9,16,south,south,8,8,0,1,0,1
8.89047,-1.834836,10,14,south,south,7,7,0,4,0,1
17.30769,2.49136,12,15,south,south,8,8,0,11,0,1
6.490385,-0.3391291,12,16,south,south,12,6,0,2,0,0
7.490385,0.7600724,10,15,south,south,9,6,0,3,0,0
9.045226,-3.512123,9,11,south,south,6,11,0,3,1,1
7.172996,1.123336,12,15,south,south,11,8,0,5,0,0
9.508348,3.212066,12,15,south,south,12,12,0,3,0,0
3.376623,-2.836602,9,19,south,south,12,12,0,4,0,0
6.175468,3.463512,15,10,south,south,12,16,0,1,1,0
15.10297,1.992367,15,11,south,south,14,14,0,1,1,1
6.410256,-5.631463,9,16,south,south,9,10,0,3,0,0
11.36364,-0.8272809,12,9,south,south,11,7,0,4,1,1
3.250444,-4.106273,12,11,south,south,9,8,0,1,1,1
11.04972,3.039799,11,11,south,south,11,12,0,3,1,1
13.38384,2.460048,13,15,south,south,12,12,1,1,1,1
35.04673,4.039466,16,11,south,south,16,17,0,2,1,1
13.65894,3.162175,12,13,south,south,12,12,0,2,1,0
13.92857,2.00168,15,13,south,south,12,12,0,2,1,1
18.26087,2.550126,15,11,south,south,12,14,0,2,1,0
68.26242,4.962725,19,8,south,south,12,11,1,0,1,1
22.81947,2.401086,12,15,west,west,15,18,0,1,1,1
4.780877,2.168941,12,11,west,west,12,12,0,3,1,1
12.47772,1.579639,12,8,west,west,12,11,0,1,1,1
17.6,2.359974,13,14,west,west,14,16,0,1,1,1
8.173077,-0.4686214,13,12,west,west,14,12,0,1,1,1
5.641026,0.6311796,11,15,south,south,9,6,1,2,1,0
12.5,1.132233,12,15,west,west,10,8,0,6,1,1
23.55769,4.565613,13,13,west,west,14,13,0,2,1,1
9.615385,4.063714,12,12,west,west,12,6,0,1,1,1
12.36749,2.511188,13,12,west,north_central,12,10,0,4,1,1
8.653846,2.374377,12,9,west,west,12,12,1,3,1,1
13.83929,0.5059271,12,12,west,west,12,12,0,2,1,0
13.08901,0.5843809,11,15,northeast,northeast,11,10,0,3,1,1
18.80878,-3.040288,9,11,northeast,northeast,0,0,0,2,1,1
15.38461,1.69931,12,9,northeast,northeast,10,12,0,3,1,1
13.94231,-1.476158,12,11,northeast,northeast,16,16,0,1,1,1
21.59827,1.879479,16,7,northeast,northeast,14,16,0,5,1,1
3.811339,0.1515905,12,10,south,northeast,12,8,0,2,0,1
15.77909,2.942387,15,5,south,south,12,8,0,2,1,1
6.730769,2.796945,15,6,north_central,north_central,12,12,0,1,1,1
18.14346,1.249611,15,8,west,north_central,14,18,0,3,1,1
12.73585,0.8233382,12,9,north_central,north_central,12,17,0,3,1,1
18.62745,2.44605,12,14,south,south,17,18,0,3,1,1
7.211538,3.327208,12,9,west,west,12,12,0,2,1,1
4.901961,1.897794,12,9,west,west,12,13,0,2,0,1
5.94359,3.781839,12,13,west,west,12,11,0,0,1,1
10.71429,0.6396255,12,11,west,west,14,14,0,2,1,1
18.50649,4.378042,12,13,north_central,north_central,12,12,0,6,0,0
17.06161,2.268254,12,10,northeast,northeast,16,17,0,3,1,1
8.561644,3.161783,15,6,northeast,northeast,14,20,0,1,1,1
8.658009,3.987709,17,9,north_central,northeast,14,16,0,1,0,1
12.19512,1.549068,12,15,northeast,northeast,12,11,0,1,1,1
17.5,3.012416,17,10,south,northeast,16,18,0,2,1,1
11.37358,5.21301,13,9,northeast,northeast,12,13,0,5,0,1
7.211538,2.012532,15,9,northeast,northeast,12,12,1,1,1,1
9.580492,1.140208,11,14,north_central,north_central,9,1,1,7,1,1
4.882813,-4.337047,12,12,north_central,north_central,12,12,0,0,1,0
18.26648,3.933472,14,10,north_central,south,12,14,0,0,1,1
21.0,2.07147,16,11,north_central,north_central,12,12,1,1,0,1
10.77574,3.124117,12,10,north_central,north_central,12,14,0,2,1,1
8.426967,2.712826,14,6,north_central,north_central,11,13,1,1,1,1
9.134615,0.9071656,12,10,south,south,11,11,0,3,1,1
5.02092,-4.051169,8,14,south,south,9,8,1,4,1,1
7.307693,0.1407749,16,7,south,south,12,12,0,1,0,1
11.33764,3.751637,20,8,south,south,16,18,0,1,1,1
10.44277,1.921646,12,14,south,south,12,9,0,0,1,1
17.78846,3.506032,16,9,west,west,12,12,0,2,1,1
22.4359,3.435243,20,5,west,west,16,19,0,1,1,1
8.490566,1.805918,10,12,west,west,12,12,0,2,1,1
10.18868,1.472446,17,8,south,west,20,20,1,2,1,1
5.364807,2.944552,15,5,west,west,20,20,1,2,1,1
6.726458,3.715002,12,16,south,northeast,12,16,0,2,1,0
3.301321,2.630618,12,9,northeast,northeast,12,12,0,1,1,1
41.47466,4.269861,15,7,northeast,northeast,12,12,0,3,1,1
10.40737,2.951186,15,11,northeast,northeast,16,16,0,2,1,1
8.349802,1.530126,11,14,north_central,north_central,11,10,0,3,1,1
4.656578,1.757988,12,15,west,north_central,12,8,0,5,0,1
11.87215,2.02151,16,4,north_central,north_central,13,14,0,3,1,1
9.615385,1.726616,12,9,north_central,north_central,12,11,0,5,1,1
7.735584,2.803173,12,9,south,south,12,12,0,2,1,1
91.30922,4.164562,19,6,west,west,13,14,0,3,1,0
12.98077,0.8931147,16,11,south,south,14,16,0,5,1,0
12.5,-0.6330607,8,19,south,north_central,6,10,1,9,1,1
3.628118,1.230928,11,10,south,south,8,9,0,5,1,1
